recordID,subjectLocation,subjectLocationRefined
46490,North East (N.Y.),North East (N.Y.)
46490,Dutchess County (N.Y.),Dutchess County (N.Y.)
46491,Rochester (N.Y.),Rochester (N.Y.)
46492,Rochester (N.Y.),Rochester (N.Y.)
46492,Monroe County (N.Y.),Monroe County (N.Y.)
46493,Rochester (N.Y.),Rochester (N.Y.)
46494,Rome (N.Y.),Rome (N.Y.)
46495,Rome (N.Y.),Rome (N.Y.)
46496,Romulus (N.Y.),Romulus (N.Y.)
46497,Saratoga Springs (N.Y.),Saratoga Springs (N.Y.)
46498,Saratoga Springs (N.Y.),Saratoga Springs (N.Y.)
46498,Ballston (N.Y. : Town),Ballston (N.Y. : Town)
46499,Southampton (N.Y.),Southampton (N.Y.)
46499,Southampton (N.Y.),Southampton (N.Y.)
46500,Southampton (N.Y.),Southampton (N.Y.)
46500,Southold (N.Y.),Southold (N.Y.)
46500,Long Island (N.Y.),Long Island (N.Y.)
46501,Taughannock Falls (N.Y. : Waterfall),Taughannock Falls (N.Y. : Waterfall)
46501,Tompkins County (N.Y.),Tompkins County (N.Y.)
46502,Ticonderoga (N.Y.),Ticonderoga (N.Y.)
46503,Troy (N.Y.),Troy (N.Y.)
46504,Troy (N.Y.),Troy (N.Y.)
46505,Troy (N.Y.),Troy (N.Y.)
46506,Troy (N.Y.),Troy (N.Y.)
46507,Watkins Glen (N.Y.),Watkins Glen (N.Y.)
46507,New York (State),New York (State)
46508,Watkins Glen (N.Y.),Watkins Glen (N.Y.)
46508,New York (State),New York (State)
46509,Watkins Glen (N.Y.),Watkins Glen (N.Y.)
46509,New York (State),New York (State)
46510,West Point (N.Y.),West Point (N.Y.)
46511,West Point (N.Y.),West Point (N.Y.)
46512,"West Point, N.Y.",West Point (N.Y.)
46512,New York (State),New York (State)
46513,West Point (N.Y.),West Point (N.Y.)
46514,Whitehall (N.Y.),Whitehall (N.Y.)
46514,Whitehall (N.Y.),Whitehall (N.Y.)
46515,Willsborough (N.Y.),Willsborough (N.Y.)
46515,Champlain Valley,Champlain Valley
46516,Saratoga (N.Y. : Town),Saratoga (N.Y. : Town)
46516,Schuylerville (N.Y.),Schuylerville (N.Y.)
46517,United States,United States
46518,United States,United States
46519,New York (N.Y.),New York (N.Y.)
46520,New York (N.Y.),New York (N.Y.)
46521,Spain,Spain
46522,"Schuylkill Permanent Bridge (Philadelphia, Pa.)","Schuylkill Permanent Bridge (Philadelphia, Pa.)"
46523,Ireland,Ireland
46524,Ireland,Ireland
46525,Madeira Islands.,Madeira Islands
46526,Florence (Italy),Florence (Italy)
46527,California,California
46528,Great Britain,Great Britain
46529,Palestine,Palestine
46530,United States,United States
46530,Samoan Islands,Samoan Islands
46530,United States,United States
46531,Mexico,Mexico
46532,Virginia,Virginia
46533,Portugal,Portugal
46534,Venice (Italy),Venice (Italy)
46535,Wales,Wales
46536,Transvaal (South Africa),Transvaal (South Africa)
46537,Trento (Italy),Trento (Italy)
46538,Europe,Europe
46539,Great Britain,Great Britain
46539,Great Britain,Great Britain
46540,Rome,Rome
46541,Portugal,Portugal
46542,Portugal,Portugal
46543,Portugal,Portugal
46544,Venice (Italy),Venice (Italy)
46545,Austria,Austria
46546,Latin America,Latin America
46547,America,America
46548,United States,United States
46548,United States,United States
46549,United States,United States
46549,West (U.S.),West (U.S.)
46550,United States,United States
46551,Netherlands,Netherlands
46552,California,California
46553,New York (N.Y.),New York (N.Y.)
46554,Siberia (Russia),Siberia (Russia)
46555,America,America
46556,Sweden,Sweden
46557,Great Britain,Great Britain
46558,Germany,Germany
46559,Great Britain,Great Britain
46560,New France,New France
46560,New France,New France
46560,Canada,Canada
46561,Boston (Mass.),Boston (Mass.)
46562,Alaska,Alaska
46563,Alaska.,Alaska
46563,Alaska,Alaska
46564,Alaska,Alaska
46565,Alaska,Alaska
46565,Northwest Coast of North America,Northwest Coast of North America
46565,Arctic regions,Arctic regions
46566,Northwest Coast of North America,Northwest Coast of North America
46566,Northwest Passage.,Northwest Passage.
46566,"Juan de Fuca, Strait of (B.C. and Wash.)","Juan de Fuca, Strait of (B.C. and Wash.)"
46566,Vancouver Island (B.C.),Vancouver Island (B.C.)
46567,Kamchatka Peninsula (Russia),Kamchatka Peninsula (Russia)
46568,Alaska,Alaska
46568,Siberia (Russia),Siberia (Russia)
46569,Alaska,Alaska
46570,Alaska,Alaska
46570,West (U.S.),West (U.S.)
46571,Alaska,Alaska
46572,Alaska,Alaska
46573,Alaska,Alaska
46573,Yellowstone National Park.,Yellowstone National Park
46574,Alaska.,Alaska
46574,Pacific States.,Pacific States
46575,Alaska,Alaska
46575,United States,United States
46576,Alaska,Alaska
46576,Kamchatka Peninsula (Russia),Kamchatka Peninsula (Russia)
46576,British Columbia,British Columbia
46576,California,California
46577,Alaska,Alaska
46577,Northwest Coast of North America.,Northwest Coast of North America
46578,Alaska,Alaska
46579,Alaska.,Alaska
46579,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46579,"Northwest, Canadian.","Northwest, Canadian"
46580,Alaska,Alaska
46581,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46582,Yukon River,Yukon River
46582,Alaska,Alaska
46583,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46584,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46585,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46585,Alaska.,Alaska
46586,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46586,Alaska,Alaska
46587,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46588,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46588,Yukon River,Yukon River
46588,Yukon,Yukon
46589,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46590,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46591,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46591,Alaska,Alaska
46592,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46592,Alaska,Alaska
46593,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46593,Yukon River,Yukon River
46593,Alaska,Alaska
46594,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46594,Yukon River,Yukon River
46594,Alaska,Alaska
46595,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46596,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46596,Yukon River Valley (Yukon and Alaska),Yukon River Valley (Yukon and Alaska)
46597,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46598,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46599,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46600,Alaska,Alaska
46601,"Northwest, Canadian","Northwest, Canadian"
46602,Alaska,Alaska
46603,Alaska.,Alaska
46604,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46605,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46606,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46607,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46608,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46608,British Columbia,British Columbia
46608,Dawson (Yukon),Dawson (Yukon)
46609,New York (N.Y.),New York (N.Y.)
46610,Alaska,Alaska
46610,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46611,Alaska,Alaska
46611,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46612,United States,United States
46612,Latin America,Latin America
46613,Boston (Mass.),Boston (Mass.)
46613,Boston (Mass.),Boston (Mass.)
46614,Boston (Mass.),Boston (Mass.)
46614,Boston (Mass.),Boston (Mass.)
46615,Maine,Maine
46616,Westhampton (Mass.),Westhampton (Mass.)
46616,New England,New England
46617,New York (State),New York (State)
46617,New York (State),New York (State)
46618,New York (State),New York (State)
46619,New York (State),New York (State)
46619,New York (State),New York (State)
46620,New York (State),New York (State)
46620,New York (State),New York (State)
46620,New York (State),New York (State)
46621,New York (State),New York (State)
46621,New York (State),New York (State)
46621,New York (State),New York (State)
46622,New York (State),New York (State)
46623,New York (State),New York (State)
46623,New York (State),New York (State)
46624,New York (State),New York (State)
46624,New York (State),New York (State)
46625,New York (State),New York (State)
46626,New York (State),New York (State)
46627,New York (State),New York (State)
46628,New York (State),New York (State)
46628,New York (State),New York (State)
46629,New York (State),New York (State)
46630,New York (State),New York (State)
46630,New York (State),New York (State)
46631,New York (State),New York (State)
46632,New York (State),New York (State)
46633,New York (State),New York (State)
46634,New York (State),New York (State)
46635,New York (State),New York (State)
46635,New York (State),New York (State)
46635,Netherlands,Netherlands
46636,New York (State),New York (State)
46637,New York (State),New York (State)
46637,New York (State),New York (State)
46638,New York (State),New York (State)
46638,New York (State),New York (State)
46639,New York (State),New York (State)
46639,New York (State),New York (State)
46640,New York (N.Y.),New York (N.Y.)
46640,New York (State),New York (State)
46641,New York (State),New York (State)
46641,New York (State),New York (State)
46642,New York (State),New York (State)
46642,New York (State),New York (State)
46643,New York (State),New York (State)
46643,Niagara Falls (N.Y. and Ont.),Niagara Falls (N.Y. and Ont.)
46643,New England,New England
46643,Canada,Canada
46644,New York (State),New York (State)
46645,New York (State),New York (State)
46646,New York (State),New York (State)
46646,New York (N.Y.),New York (N.Y.)
46647,New York (State),New York (State)
46648,New York (State),New York (State)
46648,New York (State),New York (State)
46649,New York (State),New York (State)
46650,Hudson River (N.Y. and N.J.),Hudson River (N.Y. and N.J.)
46651,New York (State),New York (State)
46651,Canada,Canada
46652,Philadelphia (Pa.),Philadelphia (Pa.)
46653,Salem (Mass.),Salem (Mass.)
46653,Massachusetts,Massachusetts
46653,Salem (Mass.),Salem (Mass.)
46654,Canada,Canada
46654,Que´bec (Province),Que´bec (Province)
46654,Saguenay River Valley (Que´bec),Saguenay River Valley (Que´bec)
46654,New York (State),New York (State)
46654,Adirondack Mountains (N.Y.),Adirondack Mountains (N.Y.)
46654,New England,New England
46654,Maine,Maine
46655,Klondike River Valley (Yukon),Klondike River Valley (Yukon)
46656,Calhoun County (Mich.),Calhoun County (Mich.)
46656,Calhoun County (Mich.),Calhoun County (Mich.)
46657,New England,New England
46657,White Mountains (N.H. and Me.),White Mountains (N.H. and Me.)
46658,Vermont,Vermont
46658,Vermont,Vermont
46658,New Hampshire,New Hampshire
46659,Upper Peninsula (Mich.),Upper Peninsula (Mich.)
46659,Brule River (Mich. and Wis.),Brule River (Mich. and Wis.)
46660,Mississippi River,Mississippi River
46661,Texas,Texas
46661,Eagle Pass (Tex.),Eagle Pass (Tex.)
46662,United States,United States
46662,"Brooklyn (New York, N.Y.)","Brooklyn (New York, N.Y.)"
46663,Elgin (Ont. : County),Elgin (Ont. : County)
46664,"Northwest, Old","Northwest, Old"
46665,Saratoga Springs (N.Y.),Saratoga Springs (N.Y.)
46666,Washington County (Pa.),Washington County (Pa.)
46666,Mason-Dixon Line,Mason-Dixon Line
46667,York County (Pa.),York County (Pa.)
46667,York County (Pa.),York County (Pa.)
46668,Philadelphia (Pa.),Philadelphia (Pa.)
46669,"East Boston (Boston, Mass.)","East Boston (Boston, Mass.)"
46669,Boston (Mass.),Boston (Mass.)
46670,Middlesex County (Mass.),Middlesex County (Mass.)
46670,Middlesex County (Mass.),Middlesex County (Mass.)
46671,Catalonia (Spain),Catalonia (Spain)
46671,Catalonia (Spain),Catalonia (Spain)
46672,Buffalo (N.Y.),Buffalo (N.Y.)
46672,Buffalo (N.Y.),Buffalo (N.Y.)
46673,Cooperstown (N.Y.),Cooperstown (N.Y.)
46673,Cooperstown (N.Y.),Cooperstown (N.Y.)
46673,Cooperstown (N.Y.),Cooperstown (N.Y.)
46673,Cooperstown (N.Y.),Cooperstown (N.Y.)
46674,"Coney Island (New York, N.Y.)","Coney Island (New York, N.Y.)"
46675,Philadelphia (Pa.),Philadelphia (Pa.)
46675,Philadelphia (Pa.),Philadelphia (Pa.)
46676,Philadelphia (Pa.),Philadelphia (Pa.)
46677,Schuylkill County (Pa.),Schuylkill County (Pa.)
46677,Schuylkill County (Pa.),Schuylkill County (Pa.)
46678,Cumberland Road.,Cumberland Road.
46678,Pennsylvania,Pennsylvania
46679,Pennsylvania,Pennsylvania
46679,Pennsylvania,Pennsylvania
46679,New Jersey,New Jersey
46680,Pennsylvania,Pennsylvania
46680,Virginia,Virginia
46680,Pennsylvania,Pennsylvania
46680,Virginia,Virginia
46681,Dublin (N.H.),Dublin (N.H.)
46682,Ithaca (N.Y.),Ithaca (N.Y.)
46683,Maine,Maine
46684,Massachusetts,Massachusetts
46685,Latin America,Latin America
46685,United States,United States
46685,Latin America,Latin America
46685,United States,United States
46686,Louisiana,Louisiana
46687,Louisiana,Louisiana
46688,Louisiana,Louisiana
46689,Massachusetts,Massachusetts
46689,Middlesex County (Mass.),Middlesex County (Mass.)
46690,Pribilof Islands (Alaska),Pribilof Islands (Alaska)
46691,United States,United States
46691,Richmond (Va.),Richmond (Va.)
46692,Arlington County (Va.),Arlington County (Va.)
46693,Southern States,Southern States
46694,Southern States,Southern States
46695,Southern States,Southern States
46696,Southern States,Southern States
46697,Carbon County (Pa.),Carbon County (Pa.)
46698,New York (State),New York (State)
46699,Pennsylvania,Pennsylvania
46699,New York (State),New York (State)
46699,Vermont,Vermont
46700,New York (State),New York (State)
46700,United States,United States
46701,Atlantic States,Atlantic States
46701,Canada,Canada
46702,Atlantic States,Atlantic States
46702,Canada,Canada
46703,New York (State),New York (State)
46703,Canada,Canada
46704,New York (State),New York (State)
46704,Canada,Canada
46704,Michigan,Michigan
46705,Middle Atlantic States,Middle Atlantic States
46706,Middle Atlantic States,Middle Atlantic States
46707,Middle Atlantic States,Middle Atlantic States
46708,Atlantic Coast,Atlantic Coast
46708,Chesapeake Bay (Md. and Va.),Chesapeake Bay (Md. and Va.)
46708,Delaware Bay (Del. and N.J.),Delaware Bay (Del. and N.J.)
46709,Atlantic Coast (U.S.),Atlantic Coast (U.S.)
46710,Atlantic States,Atlantic States
46710,Canada,Canada
46711,Atlantic States,Atlantic States
46711,Canada,Canada
46712,Atlantic Coast (U.S.),Atlantic Coast (U.S.)
46712,Atlantic Coast (Canada),Atlantic Coast (Canada)
46713,Melrose (Mass.),Melrose (Mass.)
46713,Melrose (Mass.),Melrose (Mass.)
46714,Cambridge (Mass.),Cambridge (Mass.)
46715,Andover (Mass.),Andover (Mass.)
46716,Boston (Mass.),Boston (Mass.)
46717,Boston (Mass.),Boston (Mass.)
46718,Massachusetts,Massachusetts
46719,Salem (Vt.),Salem (Vt.)
46720,"Mansfield, Mount, Region (Vt.)","Mansfield, Mount, Region (Vt.)"
46721,Massachusetts,Massachusetts
46722,United States,United States
46722,Cuba,Cuba
46722,Mexico,Mexico
46723,Saint Joseph River Valley (Mich. and Ind.),Saint Joseph River Valley (Mich. and Ind.)
46724,Ohio River Valley,Ohio River Valley
46724,Virginia,Virginia
46724,United States,United States
46725,Ohio,Ohio
46726,"Northwest, Old","Northwest, Old"
46727,Benton County (Mo.),Benton County (Mo.)
46728,Franklin County (Ky.),Franklin County (Ky.)
46729,Campbell County (Ky.),Campbell County (Ky.)
46730,Kentucky,Kentucky
46730,United States,United States
46731,Cumberland Gap (Tenn.),Cumberland Gap (Tenn.)
46732,"Tennessee, East","Tennessee, East"
46733,Tennessee,Tennessee
46733,"Southwest, Old","Southwest, Old"
46734,Adirondack Mountains (N.Y.),Adirondack Mountains (N.Y.)
46735,Adirondack Mountains (N.Y.),Adirondack Mountains (N.Y.)
46736,Franklin County (N.Y.),Franklin County (N.Y.)
46737,Catskill Mountains (N.Y.),Catskill Mountains (N.Y.)
46738,Louisiana,Louisiana
46739,United States,United States
46740,Ithaca (N.Y.),Ithaca (N.Y.)
46740,Cayuga Lake (N.Y.),Cayuga Lake (N.Y.)
46741,Southold (N.Y.),Southold (N.Y.)
46742,Syracuse (N.Y.),Syracuse (N.Y.)
46743,Rhode Island,Rhode Island
46743,Rhode Island,Rhode Island
46744,Tarrytown (N.Y.),Tarrytown (N.Y.)
46744,Sleepy Hollow (N.Y.),Sleepy Hollow (N.Y.)
46745,Canada,Canada
46746,New York (N.Y.),New York (N.Y.)
46747,Brookline (Mass.),Brookline (Mass.)
46748,Ecuador,Ecuador
46749,France,France
46750,China,China
46750,China,China
46751,France,France
46752,London (England),London (England)
46753,Stratford-upon-Avon (England),Stratford-upon-Avon (England)
46754,"Africa, West","Africa, West"
46755,"Rochester (Kent, England)","Rochester (Kent, England)"
46755,"Rochester (Kent, England)","Rochester (Kent, England)"
46756,Chicago (Ill.),Chicago (Ill.)
46757,Virginia,Virginia
46758,United States,United States
46758,New York (N.Y.),New York (N.Y.)
46759,Missouri,Missouri
46760,Passaic County (N.J.),Passaic County (N.J.)
46760,Passaic County (N.J.),Passaic County (N.J.)
46761,Paraguay,Paraguay
46762,New Orleans (La.),New Orleans (La.)
46763,United States,United States
46764,Massachusetts,Massachusetts
46765,Long Island (N.Y.),Long Island (N.Y.)
46766,New York (State),New York (State)
46766,New Jersey,New Jersey
46767,New England,New England
46768,Santo Toma´s de Castilla (Guatemala),Santo Toma´s de Castilla (Guatemala)
46768,Guatemala,Guatemala
46769,Chile,Chile
46770,Venezuela,Venezuela
46771,Newberry County (S.C.),Newberry County (S.C.)
46772,North Haven (Conn.),North Haven (Conn.)
46772,North Haven (Conn.),North Haven (Conn.)
46773,United States,United States
46774,Paris (Me.),Paris (Me.)
46775,"Conewago Creek Valley (Adams County and York County, Pa.)","Conewago Creek Valley (Adams County and York County, Pa.)"
46776,Milton (Mass.),Milton (Mass.)
46777,Worcester (Mass.),Worcester (Mass.)
46778,United States,United States
46778,Canada,Canada
46779,Hudson Bay,Hudson Bay
46780,America,America
46781,Yellowstone National Park,Yellowstone National Park
46782,Trois-Rivie`res (Que´bec),Trois-Rivie`res (Que´bec)
46782,Canada,Canada
46783,Que´bec (Province),Que´bec (Province)
46784,New York (N.Y.),New York (N.Y.)
46784,New York (N.Y.),New York (N.Y.)
46784,New York (N.Y.),New York (N.Y.)
46785,California,California
46786,West (U.S.),West (U.S.)
46786,Oregon National Historic Trail.,Oregon National Historic Trail
46787,Dells of the Wisconsin Region (Wis.),Dells of the Wisconsin Region (Wis.)
46788,Rome,Rome
46788,Rome,Rome
46789,Rome (Italy),Rome (Italy)
46790,Bavaria (Germany),Bavaria (Germany)
46791,Babylonia,Babylonia
46792,Prussia (Germany),Prussia (Germany)
46792,Prussia (Germany),Prussia (Germany)
46793,Lancashire (England),Lancashire (England)
46794,Hungary.,Hungary
46794,Austria.,Austria
46795,Germany,Germany
46796,Latin America,Latin America
46796,America.,America
46797,Latin America,Latin America
46798,Mexico,Mexico
46798,Mexico,Mexico
46798,Mexico,Mexico
46799,Brazil,Brazil
46799,Brazil,Brazil
46800,Cincinnati (Ohio),Cincinnati (Ohio)
46801,Carlisle (Mass. : Town),Carlisle (Mass. : Town)
46802,Wayne County (N.Y.),Wayne County (N.Y.)
46802,Wayne County (N.Y.),Wayne County (N.Y.)
46803,Georgia,Georgia
46804,Rensselaer County (N.Y.),Rensselaer County (N.Y.)
46804,Rensselaer County (N.Y.),Rensselaer County (N.Y.)
46805,Buffalo (N.Y.),Buffalo (N.Y.)
46805,Buffalo (N.Y.),Buffalo (N.Y.)
46805,Erie County (N.Y.),Erie County (N.Y.)
46805,Erie County (N.Y.),Erie County (N.Y.)
46806,Minneapolis (Minn.),Minneapolis (Minn.)
46807,Peoria (Ill.),Peoria (Ill.)
46808,Danvers (Mass.),Danvers (Mass.)
46809,New Haven (Conn.),New Haven (Conn.)
46810,Chemung County (N.Y.),Chemung County (N.Y.)
46810,Chemung County (N.Y.),Chemung County (N.Y.)
46811,New York (State),New York (State)
46812,West (U.S.),West (U.S.)
46813,West (U.S.),West (U.S.)
46814,"Northwest, Old","Northwest, Old"
46814,Illinois,Illinois
46814,Chicago (Ill.),Chicago (Ill.)
46815,Athol (Mass.),Athol (Mass.)
46816,Montre´al (Que´bec),Montre´al (Que´bec)
46817,Latin America,Latin America
46818,New England,New England
46818,New England,New England
46818,New York (State),New York (State)
46819,New England,New England
46819,New England,New England
46820,America,America
46821,Pella (Iowa),Pella (Iowa)
46822,Rangeley Lakes (Me. and N.H.),Rangeley Lakes (Me. and N.H.)
46822,Maine,Maine
46822,New Hampshire,New Hampshire
46823,Florida,Florida
46824,"Harlem (New York, N.Y.)","Harlem (New York, N.Y.)"
46824,"Harlem (New York, N.Y.)","Harlem (New York, N.Y.)"
46825,Juan Ferna´ndez Islands.,Juan Ferna´ndez Islands.
46825,Pacific States,Pacific States
46825,California,California
46825,Washoe County (Nev.),Washoe County (Nev.)
46826,Virginia,Virginia
46826,Maryland,Maryland
46827,Louisiana,Louisiana
46828,Washington (State),Washington (State)
46828,Panama,Panama
46829,"Southwest, New","Southwest, New"
46829,Cibola (N.M.),Cibola (N.M.)
46830,Worcester (Mass.),Worcester (Mass.)
46830,Massachusetts,Massachusetts
46831,New York (N.Y.),New York (N.Y.)
46832,West (U.S.),West (U.S.)
46832,California,California
46833,"Dorchester (Boston, Mass.)","Dorchester (Boston, Mass.)"
46833,"Dorchester (Boston, Mass.)","Dorchester (Boston, Mass.)"
46833,Boston (Mass.),Boston (Mass.)
46834,Newington (Conn.),Newington (Conn.)
46834,Newington (Conn.),Newington (Conn.)
46834,United States,United States
46835,Latin America,Latin America
46836,Nicaragua,Nicaragua
46836,Costa Rica,Costa Rica
46837,West Indies,West Indies
46837,United States,United States
46837,Canada,Canada
46837,United States,United States
46838,Canada,Canada
46839,Mexico,Mexico
46840,Sonora (Mexico : State),Sonora (Mexico : State)
46841,Canada,Canada
46842,Canada,Canada
46843,West (U.S.),West (U.S.)
46844,United States,United States
46845,United States,United States
46845,Missouri,Missouri
46846,Wisconsin,Wisconsin
46846,Rock River (Wis. and Ill.),Rock River (Wis. and Ill.)
46846,Fox River (Wis. and Ill.),Fox River (Wis. and Ill.)
46846,Wisconsin River (Wis.),Wisconsin River (Wis.)
46847,Mexico,Mexico
46847,Mexico,Mexico
46847,Mexico,Mexico
46847,Atlantic States,Atlantic States
46847,Canada,Canada
46848,Mexico,Mexico
46849,"Northwest, Old","Northwest, Old"
46849,United States,United States
46850,British Columbia,British Columbia
46850,Alberta,Alberta
46851,British Columbia,British Columbia
46852,Newfoundland and Labrador,Newfoundland and Labrador
46852,West Indies,West Indies
46853,Newburyport (Mass.),Newburyport (Mass.)
46854,Billerica (Mass.),Billerica (Mass.)
46854,United States,United States
46855,"Saint Marys (Elk County, Pa.).","Saint Marys (Elk County, Pa.)."
46856,New England,New England
46856,White Mountains (N.H. and Me.),White Mountains (N.H. and Me.)
46856,Que´bec (Province),Que´bec (Province)
46857,Que´bec (Province),Que´bec (Province)
46858,Que´bec (Province),Que´bec (Province)
46858,Que´bec (Province),Que´bec (Province)
46859,Que´bec (Province),Que´bec (Province)
46859,Que´bec (Province),Que´bec (Province)
46860,Que´bec (Province),Que´bec (Province)
46861,Gaspe´ District (Que´bec),Gaspe´ District (Que´bec)
46861,Que´bec (Province),Que´bec (Province)
46862,Gaspe´ Peninsula (Que´bec),Gaspe´ Peninsula (Que´bec)
46863,Gaspe´ Peninsula (Que´bec),Gaspe´ Peninsula (Que´bec)
46863,Gaspe´ Peninsula (Que´bec),Gaspe´ Peninsula (Que´bec)
46864,Gaspe´ District (Que´bec),Gaspe´ District (Que´bec)
46865,Mantawa river (Que´bec),Mantawa river (Que´bec)
46866,Montre´al (Que´bec),Montre´al (Que´bec)
46866,Montre´al (Que´bec),Montre´al (Que´bec)
46867,Montre´al (Que´bec),Montre´al (Que´bec)
46868,Montre´al (Que´bec),Montre´al (Que´bec)
46868,Montre´al (Que´bec),Montre´al (Que´bec)
46869,"Orleans, Island of (Que´bec)","Orleans, Island of (Que´bec)"
46870,Ottawa (Ont.),Ottawa (Ont.)
46870,Ottawa River (Que´bec and Ont.),Ottawa River (Que´bec and Ont.)
46871,Que´bec (Que´bec),Que´bec (Que´bec)
46871,Que´bec (Que´bec),Que´bec (Que´bec)
46872,Que´bec (Province),Que´bec (Province)
46873,Que´bec (Que´bec),Que´bec (Que´bec)
46874,Que´bec (Que´bec),Que´bec (Que´bec)
46874,Que´bec (Que´bec),Que´bec (Que´bec)
46875,Saguenay River Valley (Que´bec),Saguenay River Valley (Que´bec)
46875,"Saint John, Lake (Que´bec)","Saint John, Lake (Que´bec)"
46876,Saguenay River (Que´bec).,Saguenay River (Que´bec)
46876,Saguenay River Valley (Que´bec),Saguenay River Valley (Que´bec)
46877,Saguenay River (Que´bec),Saguenay River (Que´bec)
46877,"Saint John, Lake (Que´bec)","Saint John, Lake (Que´bec)"
46877,Que´bec (Province),Que´bec (Province)
46878,Riviere-Ouelle (Que´bec),Riviere-Ouelle (Que´bec)
46879,Eastern Townships (Que´bec),Eastern Townships (Que´bec)
46879,Stukely (Que´bec),Stukely (Que´bec)
46879,Shefford (Que´bec : Township),Shefford (Que´bec : Township)
46880,Tadoussac (Que´bec),Tadoussac (Que´bec)
46880,Saguenay River (Que´bec),Saguenay River (Que´bec)
46881,Que´bec (Province),Que´bec (Province)
46881,Montre´al (Que´bec),Montre´al (Que´bec)
46882,Columbia County (N.Y.),Columbia County (N.Y.)
46883,Que´bec (Province),Que´bec (Province)
46884,Que´bec (Que´bec),Que´bec (Que´bec)
46885,Northwestern States,Northwestern States
46885,Mississippi River,Mississippi River
46885,Minnesota,Minnesota
46886,Northwestern States,Northwestern States
46886,Mississippi River Valley,Mississippi River Valley
46886,Minnesota,Minnesota
46887,Northwestern States,Northwestern States
46887,Mississippi River,Mississippi River
46887,Minnesota,Minnesota
46888,Northwestern States,Northwestern States
46888,Mississippi River,Mississippi River
46888,Minnesota,Minnesota
46889,Northwestern States,Northwestern States
46889,Mississippi River,Mississippi River
46889,Minnesota,Minnesota
46889,New Hampshire,New Hampshire
46890,Northwestern States,Northwestern States
46890,Mississippi River,Mississippi River
46890,Minnesota,Minnesota
46891,Paris (France),Paris (France)
46892,Verona (Italy),Verona (Italy)
46893,Spain,Spain
46893,Spain,Spain
46893,Spain,Spain
46893,Spain,Spain
46894,Asia,Asia
46895,Yucata´n (Mexico : State),Yucata´n (Mexico : State)
46896,Spain,Spain
46897,South America,South America
46898,Ecuador,Ecuador
46898,Peru,Peru
46899,Krako´w (Poland),Krako´w (Poland)
46900,Indochina.,Indochina
46901,India,India
46902,Canada,Canada
46903,France,France
46904,Granada (Spain),Granada (Spain)
46905,United States,United States
46906,Philippines.,Philippines
46907,Philippines.,Philippines
46908,Mexico,Mexico
46908,Mexico,Mexico
46909,Great Britain,Great Britain
46909,Ireland,Ireland
46910,Middle East,Middle East
46911,France,France
46911,France,France
46912,Uruguay,Uruguay
46913,Flanders,Flanders
46913,France,France
46914,"Acropolis (Athens, Greece)","Acropolis (Athens, Greece)"
46915,Jerusalem,Jerusalem
46916,Chile,Chile
46916,Chile,Chile
46917,Ohio,Ohio
46917,United States,United States
46918,Maryland,Maryland
46918,Maryland,Maryland
46919,Mexico City (Mexico),Mexico City (Mexico)
46920,United States,United States
46921,Madagascar,Madagascar
46922,Portugal.,Portugal
46923,Asia,Asia
46924,Red Sea,Red Sea
46924,Egypt,Egypt
46924,Sinai (Egypt),Sinai (Egypt)
46925,Hebrides (Scotland),Hebrides (Scotland)
46925,Scotland,Scotland
46925,"Wales, North","Wales, North"
46926,Rome,Rome
46926,Rome,Rome
46927,Paris (France),Paris (France)
46928,Egypt,Egypt
46929,Egypt,Egypt
46930,Great Britain,Great Britain
46931,Great Britain,Great Britain
46932,Great Britain,Great Britain
46933,Hong Kong (China),Hong Kong (China)
46933,Burma.,Burma
46933,Southeast Asia.,Southeast Asia
46934,Java (Indonesia),Java (Indonesia)
46935,Australia,Australia
46936,Taiwan,Taiwan
46937,France,France
46937,Germany,Germany
46937,Russia,Russia
46937,France,France
46938,France,France
46939,Turkey,Turkey
