pubDate,ISOnumeric3,"SUBSTR(r.callNumber,1,1)",COUNT(r.recordID)
1875,356,D,10
1875,356,G,1
1875,356,J,1
1875,360,D,4
1875,364,D,1
1875,364,Z,1
1875,372,D,5
1875,372,Y,1
1875,380,D,22
1875,380,G,1
1875,380,K,3
1875,380,P,4
1875,380,Q,3
1875,380,Z,1
1875,392,D,12
1875,392,G,1
1875,392,H,3
1875,392,N,2
1875,392,P,1
1875,417,G,1
1875,450,D,1
1875,458,D,3
1875,484,D,1
1875,484,E,1
1875,484,F,8
1875,484,J,1
1875,484,Q,1
1875,499,D,1
1875,528,D,3
1875,554,D,1
1875,558,T,1
1875,578,D,3
1875,591,T,1
1875,600,F,2
1875,604,F,2
1875,604,M,3
1875,608,D,1
1875,616,D,11
1875,616,G,1
1875,616,J,2
1875,620,B,1
1875,620,D,4
1875,620,G,1
1875,642,D,2
1875,643,D,9
1875,643,G,1
1875,643,N,1
1875,643,R,2
1875,682,D,5
1875,682,Z,1
1875,688,D,3
1875,705,D,2
1875,710,D,3
1875,724,D,13
1875,724,E,1
1875,724,K,1
1875,724,U,1
1875,724,Z,2
1875,729,D,1
1875,752,D,3
1875,752,Q,1
1875,756,D,2
1875,756,P,1
1875,756,T,1
1875,760,D,1
1875,764,D,2
1875,792,D,3
1875,792,J,2
1875,792,P,1
1875,807,P,1
1875,818,D,9
1875,818,J,1
1875,826,B,1
1875,826,C,3
1875,826,D,44
1875,826,E,1
1875,826,H,4
1875,826,K,1
1875,826,M,1
1875,826,N,1
1875,826,P,6
1875,826,Y,1
1875,840,A,3
1875,840,B,1
1875,840,C,1
1875,840,D,18
1875,840,E,58
1875,840,F,122
1875,840,G,1
1875,840,H,10
1875,840,J,16
1875,840,K,1
1875,840,P,14
1875,840,Q,7
1875,840,R,3
1875,840,S,1
1875,840,T,6
1875,840,Y,12
1875,840,Z,3
1875,850,F,1
1875,858,F,1
1875,860,D,3
1875,862,F,6
1876,24,D,3
1876,32,F,4
1876,36,D,6
1876,36,H,1
1876,36,P,1
1876,40,D,3
1876,40,Z,2
1876,51,D,1
1876,51,Z,1
1876,52,F,2
1876,56,D,2
1876,68,F,3
1876,68,Q,1
1876,70,D,1
1876,76,F,6
1876,76,S,1
1876,100,D,2
1876,104,D,1
1876,116,D,1
1876,116,M,2
1876,124,F,11
1876,144,D,1
1876,144,P,1
1876,152,F,4
1876,152,H,2
1876,152,J,1
1876,152,T,1
1876,156,D,10
1876,156,J,1
1876,156,M,2
1876,156,P,1
1876,156,Z,1
1876,170,F,1
1876,178,D,1
1876,178,G,1
1876,178,Z,1
1876,192,F,5
1876,192,H,1
1876,208,D,4
1876,231,D,2
1876,250,C,1
1876,250,D,27
1876,250,E,1
1876,250,F,3
1876,250,H,3
1876,250,J,2
1876,250,N,1
1876,250,P,4
1876,268,D,2
1876,275,B,1
1876,275,D,1
1876,276,D,9
1876,276,K,1
1876,276,N,1
1876,276,P,3
1876,276,Q,1
1876,300,D,9
1876,300,M,1
1876,300,P,1
1876,328,F,1
1876,348,D,3
1876,348,J,1
1876,352,D,2
1876,356,B,3
1876,356,D,8
1876,356,G,1
1876,356,I,2
1876,356,P,1
1876,360,D,3
1876,364,D,3
1876,368,D,1
1876,372,C,2
1876,372,D,1
1876,380,D,25
1876,380,J,5
1876,380,K,2
1876,380,M,1
1876,380,N,2
1876,380,P,4
1876,380,Z,1
1876,388,F,2
1876,392,D,2
1876,392,K,2
1876,392,M,1
1876,392,P,1
1876,484,D,1
1876,484,F,7
1876,484,H,1
1876,484,Y,2
1876,504,D,1
1876,512,D,2
1876,528,D,4
1876,528,E,1
1876,528,P,1
1876,548,D,1
1876,578,D,2
1876,586,D,2
1876,598,D,1
1876,604,D,1
1876,604,F,1
1876,608,D,1
1876,616,C,1
1876,616,D,10
1876,616,P,2
1876,616,Z,1
1876,620,G,1
1876,642,H,2
1876,643,,1
1876,643,B,1
1876,643,D,11
1876,643,G,2
1876,643,H,2
1876,643,P,1
1876,682,H,2
1876,724,D,5
1876,724,J,1
1876,724,K,1
1876,724,V,1
1876,724,Z,1
1876,729,D,1
1876,756,D,2
1876,760,D,2
1876,764,M,1
1876,788,P,1
1876,792,D,9
1876,792,Y,1
1876,792,Z,1
1876,804,D,1
1876,804,J,1
1876,807,D,3
1876,818,D,4
1876,818,Y,2
1876,826,C,9
1876,826,D,43
1876,826,G,1
1876,826,H,1
1876,826,J,1
1876,826,M,2
1876,826,N,2
1876,826,P,13
1876,826,Y,1
1876,826,Z,1
1876,833,D,1
1876,840,A,5
1876,840,B,4
1876,840,C,2
1876,840,D,5
1876,840,E,80
1876,840,F,195
1876,840,G,2
1876,840,H,8
1876,840,J,7
1876,840,K,4
1876,840,M,1
1876,840,N,1
1876,840,P,22
1876,840,Q,5
1876,840,R,3
1876,840,S,2
1876,840,T,7
1876,840,Y,17
1876,840,Z,4
1876,862,F,1
1876,862,H,1
1876,894,D,1
1877,12,D,1
1877,12,N,1
1877,32,F,7
1877,32,J,1
1877,36,D,2
1877,36,F,1
1877,40,D,6
1877,40,P,1
1877,51,D,2
1877,56,D,3
1877,60,F,1
1877,70,D,1
1877,76,C,1
1877,76,F,5
1877,100,D,3
1877,104,D,1
1877,124,D,1
1877,124,E,1
1877,124,F,15
1877,124,G,1
1877,124,P,2
1877,144,D,2
1877,148,D,1
1877,148,T,1
1877,152,F,1
1877,152,P,1
1877,156,B,1
1877,156,D,4
1877,156,G,1
1877,156,J,1
1877,156,M,3
1877,156,P,1
1877,170,Y,1
1877,178,D,7
1877,178,J,1
1877,192,N,1
1877,192,Y,1
1877,203,B,1
1877,204,B,1
1877,208,D,1
1877,208,Z,1
1877,218,F,1
1877,231,D,1
1877,233,D,1
1877,246,D,2
1877,250,A,3
1877,250,C,1
1877,250,D,30
1877,250,E,4
1877,250,F,1
1877,250,H,3
1877,250,K,3
1877,250,N,1
1877,250,P,6
1877,250,Z,1
1877,268,D,1
1877,275,D,2
1877,276,D,12
1877,276,H,2
1877,276,J,2
1877,276,K,1
1877,276,N,1
1877,276,P,1
1877,276,Z,2
1877,288,D,3
1877,300,D,4
1877,300,P,1
1877,304,G,1
1877,332,F,1
1877,348,D,2
1877,352,D,2
1877,356,D,6
1877,356,G,2
1877,356,P,5
1877,360,D,3
1877,364,C,1
1877,372,D,5
1877,380,B,1
1877,380,D,22
1877,380,H,1
1877,380,J,3
1877,380,K,1
1877,380,Q,3
1877,380,R,2
1877,392,B,3
1877,392,D,10
1877,392,G,1
1877,392,K,3
1877,410,D,2
1877,484,F,3
1877,484,J,1
1877,512,D,2
1877,528,C,1
1877,528,D,1
1877,554,D,2
1877,554,Y,1
1877,558,F,1
1877,578,D,3
1877,578,H,1
1877,586,D,1
1877,604,F,4
1877,604,N,1
1877,608,D,1
1877,608,E,1
1877,616,D,15
1877,616,G,1
1877,616,H,1
1877,616,J,1
1877,616,P,1
1877,616,Y,1
1877,620,C,1
1877,620,D,5
1877,620,J,2
1877,630,F,1
1877,642,D,2
1877,643,A,1
1877,643,D,10
1877,643,G,1
1877,643,H,1
1877,643,Q,1
1877,678,D,2
1877,682,D,5
1877,688,D,1
1877,694,D,1
1877,705,U,1
1877,710,D,1
1877,724,D,7
1877,724,F,2
1877,724,N,1
1877,724,Z,1
1877,729,D,2
1877,756,D,2
1877,788,D,1
1877,792,A,1
1877,792,D,11
1877,792,H,1
1877,792,Y,2
1877,804,D,1
1877,807,D,1
1877,818,D,4
1877,826,C,2
1877,826,D,43
1877,826,G,1
1877,826,H,2
1877,826,J,3
1877,826,P,14
1877,826,Q,2
1877,826,Y,1
1877,826,Z,7
1877,833,D,1
1877,840,A,1
1877,840,B,6
1877,840,D,7
1877,840,E,64
1877,840,F,138
1877,840,G,4
1877,840,H,11
1877,840,J,12
1877,840,K,2
1877,840,L,1
1877,840,P,19
1877,840,Q,1
1877,840,R,3
1877,840,T,5
1877,840,V,2
1877,840,Y,8
1877,840,Z,1
1877,858,F,1
1877,887,D,1
1877,894,B,1
1877,894,P,1
1878,12,H,1
1878,32,F,7
1878,32,P,1
1878,36,A,1
1878,36,D,3
1878,36,G,1
1878,40,K,1
1878,56,D,3
1878,68,F,4
1878,68,G,1
1878,68,P,1
1878,76,F,5
1878,76,Z,1
1878,84,J,1
1878,104,D,2
1878,124,D,1
1878,124,E,1
1878,124,F,15
1878,124,G,1
1878,124,P,1
1878,152,F,3
1878,156,B,1
1878,156,D,7
1878,156,G,2
1878,156,M,3
1878,170,F,4
1878,170,J,1
1878,178,D,2
1878,180,D,1
1878,192,F,1
1878,196,D,1
1878,218,F,1
1878,226,H,1
1878,233,Z,1
1878,246,D,1
1878,246,G,1
1878,250,A,1
1878,250,C,4
1878,250,D,34
1878,250,H,4
1878,250,K,1
1878,250,N,1
1878,250,P,4
1878,250,T,2
1878,250,Y,2
1878,250,Z,2
1878,260,Q,1
1878,276,D,11
1878,276,H,4
1878,276,J,1
1878,276,N,1
1878,276,P,2
1878,276,Q,1
1878,276,Y,1
1878,288,D,1
1878,300,B,1
1878,300,D,6
1878,300,H,1
1878,332,F,1
1878,348,D,3
1878,348,K,1
1878,352,D,1
1878,356,B,1
1878,356,D,20
1878,356,F,1
1878,356,H,2
1878,356,P,2
1878,360,D,3
1878,364,D,1
1878,368,D,1
1878,372,B,1
1878,372,D,6
1878,372,Y,1
1878,380,D,15
1878,380,H,3
1878,380,P,5
1878,380,Q,6
1878,380,Z,2
1878,392,D,11
1878,392,N,3
1878,398,H,1
1878,417,G,1
1878,430,E,1
1878,442,D,1
1878,458,A,1
1878,458,D,1
1878,474,F,1
1878,484,F,15
1878,484,J,3
1878,484,M,1
1878,484,Y,1
1878,499,D,1
1878,504,D,2
1878,512,D,2
1878,528,C,6
1878,528,D,3
1878,528,F,1
1878,540,D,1
1878,554,D,2
1878,578,A,1
1878,578,D,4
1878,578,H,1
1878,586,D,3
1878,591,A,1
1878,604,F,5
1878,608,D,3
1878,608,H,1
1878,616,C,1
1878,616,D,10
1878,616,E,2
1878,620,D,1
1878,642,D,4
1878,643,A,1
1878,643,D,7
1878,643,G,1
1878,643,L,2
1878,643,P,2
1878,682,D,5
1878,688,D,1
1878,704,D,1
1878,705,D,1
1878,710,D,9
1878,710,S,1
1878,724,D,4
1878,724,P,1
1878,740,F,2
1878,752,F,1
1878,752,P,2
1878,756,D,1
1878,756,J,1
1878,756,Z,1
1878,760,D,1
1878,764,A,1
1878,764,D,1
1878,788,B,1
1878,792,A,2
1878,792,D,4
1878,807,C,1
1878,807,D,1
1878,818,B,1
1878,818,D,10
1878,818,H,1
1878,818,N,2
1878,826,C,5
1878,826,D,42
1878,826,H,7
1878,826,J,1
1878,826,M,1
1878,826,N,1
1878,826,P,10
1878,826,Y,2
1878,826,Z,2
1878,840,A,2
1878,840,B,4
1878,840,C,2
1878,840,D,4
1878,840,E,34
1878,840,F,129
1878,840,H,6
1878,840,J,4
1878,840,K,4
1878,840,L,3
1878,840,M,1
1878,840,N,1
1878,840,P,18
1878,840,Q,2
1878,840,T,5
1878,840,U,1
1878,840,Y,14
1878,840,Z,3
1878,858,F,2
1878,858,H,2
1878,860,D,1
1878,860,G,1
1878,862,F,4
1879,32,F,5
1879,36,D,3
1879,40,D,6
1879,40,J,1
1879,40,P,2
1879,44,F,3
1879,51,D,1
1879,51,M,2
1879,56,D,4
1879,68,F,5
1879,70,D,1
1879,76,F,5
1879,116,D,1
1879,116,M,3
1879,124,D,1
1879,124,E,3
1879,124,F,16
1879,124,J,1
1879,124,P,1
1879,124,Z,2
1879,144,D,1
1879,148,D,1
1879,152,F,14
1879,156,B,1
1879,156,D,14
1879,156,F,1
1879,156,G,1
1879,156,P,1
1879,170,F,1
1879,170,H,1
1879,178,B,1
1879,191,D,4
1879,192,F,3
1879,192,H,2
1879,192,J,1
1879,196,D,4
1879,203,D,5
1879,208,D,6
1879,214,E,2
1879,246,D,2
1879,250,A,3
1879,250,B,1
1879,250,D,58
1879,250,F,3
1879,250,H,4
1879,250,J,1
1879,250,K,1
1879,250,P,9
1879,270,G,1
1879,276,C,2
1879,276,D,8
1879,276,F,1
1879,276,G,1
1879,276,H,1
1879,276,Q,2
1879,300,D,3
1879,300,P,1
1879,328,F,1
1879,332,F,1
1879,348,D,3
1879,348,Z,2
1879,352,D,2
1879,356,D,20
1879,356,M,1
1879,356,P,1
1879,360,D,7
1879,368,D,1
1879,372,B,2
1879,372,C,1
1879,372,D,5
1879,380,D,14
1879,380,P,2
1879,380,Q,1
1879,380,T,1
1879,380,Z,2
1879,392,D,15
1879,392,G,1
1879,410,D,2
1879,434,D,1
1879,458,D,1
1879,484,F,5
1879,484,H,2
1879,484,J,1
1879,484,K,1
1879,504,D,2
1879,512,D,1
1879,528,C,5
1879,528,D,4
1879,554,D,1
1879,558,F,1
1879,578,D,3
1879,586,M,1
1879,604,F,3
1879,604,Z,1
1879,608,D,1
1879,616,B,2
1879,616,D,10
1879,616,P,3
1879,620,D,6
1879,620,J,1
1879,620,N,1
1879,620,Z,2
1879,642,D,3
1879,642,J,1
1879,643,D,11
1879,643,G,1
1879,643,P,2
1879,682,D,4
1879,688,V,2
1879,704,D,3
1879,705,P,1
1879,710,D,4
1879,724,C,1
1879,724,D,12
1879,724,J,1
1879,724,Z,1
1879,729,D,1
1879,756,C,2
1879,756,D,4
1879,764,D,1
1879,788,D,2
1879,792,D,1
1879,792,G,1
1879,804,D,1
1879,818,B,1
1879,818,D,3
1879,826,A,1
1879,826,C,1
1879,826,D,57
1879,826,H,3
1879,826,J,1
1879,826,M,2
1879,826,P,13
1879,826,T,1
1879,826,Z,3
1879,840,B,1
1879,840,D,7
1879,840,E,56
1879,840,F,147
1879,840,G,1
1879,840,H,11
1879,840,J,11
1879,840,K,2
1879,840,M,1
1879,840,P,20
1879,840,Q,1
1879,840,U,1
1879,840,V,1
1879,840,Y,4
1879,840,Z,5
1879,860,D,2
1879,862,F,2
1880,4,D,1
1880,8,D,1
1880,12,H,2
1880,24,D,1
1880,32,F,7
1880,36,D,6
1880,36,P,2
1880,40,D,3
1880,40,J,1
1880,40,N,1
1880,50,D,1
1880,51,D,1
1880,56,D,1
1880,56,H,1
1880,56,Z,2
1880,68,F,3
1880,68,Q,1
1880,70,J,1
1880,76,F,3
1880,76,H,1
1880,76,P,1
1880,104,B,1
1880,116,D,1
1880,116,M,1
1880,120,D,1
1880,124,B,1
1880,124,E,4
1880,124,F,9
1880,124,G,1
1880,124,H,1
1880,124,P,1
1880,124,Q,1
1880,124,S,1
1880,152,F,5
1880,156,B,1
1880,156,D,6
1880,156,G,1
1880,156,M,4
1880,156,P,1
1880,170,F,2
1880,170,H,1
1880,178,D,2
1880,192,F,1
1880,192,H,1
1880,203,D,2
1880,208,P,1
1880,231,D,2
1880,250,B,1
1880,250,D,46
1880,250,G,3
1880,250,J,6
1880,250,P,5
1880,250,Q,1
1880,250,U,2
1880,276,C,1
1880,276,D,18
1880,276,G,2
1880,276,J,1
1880,300,D,5
1880,300,P,2
1880,320,F,1
1880,320,H,2
1880,332,F,2
1880,348,D,3
1880,348,J,1
1880,348,Z,1
1880,352,D,1
1880,356,B,1
1880,356,D,9
1880,356,M,2
1880,356,P,1
1880,356,Q,1
1880,356,U,1
1880,360,D,1
1880,364,D,3
1880,372,B,2
1880,372,C,1
1880,372,D,4
1880,372,E,1
1880,372,H,4
1880,380,A,2
1880,380,B,1
1880,380,D,21
1880,380,N,1
1880,380,P,8
1880,388,F,1
1880,392,C,1
1880,392,D,12
1880,392,G,3
1880,392,K,1
1880,392,P,1
1880,392,U,3
1880,410,D,1
1880,450,D,1
1880,466,D,1
1880,480,D,1
1880,484,F,10
1880,484,P,1
1880,484,T,1
1880,504,D,2
1880,504,J,1
1880,512,D,1
1880,528,D,2
1880,528,L,1
1880,528,P,2
1880,528,Z,1
1880,540,D,1
1880,554,D,3
1880,558,Y,1
1880,578,D,3
1880,591,F,1
1880,591,H,1
1880,591,Y,1
1880,598,D,1
1880,604,F,5
1880,604,H,1
1880,616,D,20
1880,616,G,1
1880,616,J,2
1880,616,P,4
1880,616,U,2
1880,620,D,2
1880,620,G,1
1880,620,P,1
1880,643,B,2
1880,643,D,12
1880,643,J,2
1880,643,M,1
1880,643,P,2
1880,682,B,1
1880,682,D,5
1880,688,C,1
1880,704,D,2
1880,706,D,2
1880,710,D,5
1880,724,D,5
1880,724,J,3
1880,752,D,1
1880,756,D,5
1880,756,G,1
1880,756,J,1
1880,756,P,1
1880,756,U,1
1880,792,D,3
1880,792,P,2
1880,804,P,1
1880,818,D,11
1880,818,J,1
1880,818,P,1
1880,826,A,2
1880,826,B,1
1880,826,C,4
1880,826,D,45
1880,826,G,1
1880,826,H,5
1880,826,J,4
1880,826,M,1
1880,826,N,2
1880,826,P,14
1880,826,Q,4
1880,826,U,2
1880,826,Z,1
1880,840,B,4
1880,840,D,6
1880,840,E,63
1880,840,F,151
1880,840,G,3
1880,840,H,5
1880,840,J,16
1880,840,K,1
1880,840,M,1
1880,840,N,1
1880,840,P,23
1880,840,Q,2
1880,840,T,1
1880,840,U,1
1880,840,Y,22
1880,840,Z,7
1880,858,F,1
1880,862,F,1
1880,894,D,2
1881,12,D,2
1881,24,D,2
1881,32,E,1
1881,32,F,16
1881,32,J,1
1881,36,B,1
1881,36,D,5
1881,36,P,1
1881,40,D,3
1881,40,Z,1
1881,51,D,1
1881,56,D,1
1881,56,H,1
1881,56,P,1
1881,68,F,1
1881,76,F,1
1881,76,Z,1
1881,86,D,1
1881,92,H,1
1881,124,D,1
1881,124,E,3
1881,124,F,3
1881,124,G,1
1881,124,Y,1
1881,144,D,1
1881,148,D,2
1881,152,F,7
1881,156,D,14
1881,156,J,1
1881,156,M,1
1881,170,F,5
1881,178,D,2
1881,178,J,1
1881,180,D,2
1881,188,F,2
1881,191,N,1
1881,192,F,4
1881,203,B,1
1881,203,D,3
1881,208,D,2
1881,231,D,1
1881,231,G,2
1881,246,D,4
1881,250,A,1
1881,250,B,3
1881,250,D,27
1881,250,F,2
1881,250,G,2
1881,250,H,9
1881,250,J,4
1881,250,K,1
1881,250,N,2
1881,250,P,4
1881,250,Z,3
1881,268,S,1
1881,270,D,2
1881,276,D,11
1881,276,G,1
1881,276,H,1
1881,276,P,1
1881,288,D,3
1881,300,D,7
1881,300,J,1
1881,300,N,3
1881,300,P,1
1881,304,G,2
1881,312,F,2
1881,320,H,2
1881,328,F,2
1881,332,F,1
1881,348,D,1
1881,348,Z,1
1881,352,D,1
1881,356,B,1
1881,356,D,11
1881,356,H,1
1881,356,M,3
1881,356,P,1
1881,356,Z,1
1881,360,D,6
1881,360,G,1
1881,364,D,1
1881,372,D,2
1881,372,H,2
1881,372,P,8
1881,372,Y,1
1881,376,D,1
1881,380,B,2
1881,380,D,16
1881,380,H,1
1881,380,J,2
1881,380,N,1
1881,380,P,9
1881,380,Q,2
1881,380,Z,3
1881,392,D,11
1881,392,J,1
1881,392,N,1
1881,430,D,1
1881,458,D,1
1881,462,D,1
1881,484,F,3
1881,484,H,2
1881,484,L,2
1881,492,D,1
1881,496,D,1
1881,508,J,1
1881,528,D,5
1881,528,H,2
1881,528,P,1
1881,558,F,3
1881,558,Q,1
1881,558,Y,1
1881,558,Z,1
1881,578,D,1
1881,578,H,2
1881,591,F,1
1881,600,E,1
1881,604,F,1
1881,608,D,1
1881,608,Q,1
1881,616,D,12
1881,616,P,1
1881,616,Y,1
1881,620,D,2
1881,620,G,1
1881,620,H,2
1881,620,J,5
1881,643,D,15
1881,643,H,5
1881,643,P,2
1881,643,S,1
1881,643,U,2
1881,643,Z,1
1881,682,D,6
1881,682,P,2
1881,694,D,2
1881,704,D,1
1881,705,P,1
1881,710,D,9
1881,724,D,6
1881,724,F,1
1881,724,P,1
1881,729,D,2
1881,752,D,1
1881,752,H,1
1881,752,J,1
1881,756,D,1
1881,756,P,1
1881,756,Z,1
1881,760,D,3
1881,764,G,1
1881,788,D,3
1881,788,J,2
1881,792,D,1
1881,792,J,2
1881,795,D,1
1881,804,B,1
1881,818,D,5
1881,818,J,1
1881,818,P,1
1881,826,B,4
1881,826,C,3
1881,826,D,52
1881,826,G,2
1881,826,H,7
1881,826,J,2
1881,826,N,1
1881,826,P,15
1881,826,Y,4
1881,832,D,1
1881,840,B,2
1881,840,C,2
1881,840,D,20
1881,840,E,47
1881,840,F,143
1881,840,G,2
1881,840,H,12
1881,840,J,17
1881,840,K,1
1881,840,L,1
1881,840,M,5
1881,840,P,26
1881,840,Q,1
1881,840,R,2
1881,840,T,3
1881,840,Y,15
1881,840,Z,3
1881,858,E,1
1881,858,F,1
1881,862,F,1
1882,12,D,2
1882,32,F,5
1882,36,D,4
1882,36,H,1
1882,40,D,6
1882,40,Z,1
1882,56,B,1
1882,56,D,1
1882,60,G,1
1882,60,P,1
1882,68,F,1
1882,76,F,1
1882,100,D,1
1882,124,E,1
1882,124,F,18
1882,152,F,6
1882,156,C,1
1882,156,D,8
1882,156,P,1
1882,170,Z,1
1882,178,D,3
1882,178,Z,1
1882,180,D,1
1882,196,D,1
1882,196,N,1
1882,246,D,1
1882,250,A,1
1882,250,B,1
1882,250,C,4
1882,250,D,44
1882,250,E,1
1882,250,F,2
1882,250,G,3
1882,250,H,6
1882,250,J,5
1882,250,N,1
1882,250,P,7
1882,250,S,2
1882,250,U,1
1882,254,P,1
1882,258,V,1
1882,268,B,1
1882,275,D,3
1882,276,A,1
1882,276,B,1
1882,276,D,11
1882,276,F,1
1882,276,H,2
1882,276,J,1
1882,276,P,1
1882,276,Q,2
1882,288,D,1
1882,300,D,2
1882,300,N,2
1882,300,P,1
1882,320,F,3
1882,332,F,1
1882,348,D,1
1882,348,G,1
1882,356,B,1
1882,356,D,22
1882,356,H,1
1882,356,J,1
1882,356,P,1
1882,360,D,3
1882,364,D,2
1882,372,D,5
1882,372,H,1
1882,372,P,2
1882,372,Y,1
1882,380,A,1
1882,380,D,17
1882,380,J,1
1882,380,N,1
1882,380,P,7
1882,380,V,1
1882,380,Y,3
1882,380,Z,2
1882,392,D,9
1882,392,N,1
1882,442,D,1
1882,470,D,1
1882,474,F,1
1882,484,E,1
1882,484,F,9
1882,484,H,2
1882,484,T,1
1882,484,Y,1
1882,504,D,1
1882,508,J,1
1882,512,D,1
1882,528,D,4
1882,528,H,1
1882,528,P,1
1882,528,Z,2
1882,554,D,1
1882,558,F,3
1882,558,H,1
1882,578,C,1
1882,578,D,5
1882,578,P,2
1882,586,D,1
1882,591,E,1
1882,604,F,4
1882,604,K,1
1882,604,L,1
1882,608,D,1
1882,616,A,1
1882,616,D,16
1882,616,H,1
1882,620,D,5
1882,630,F,1
1882,630,H,1
1882,642,D,2
1882,643,D,15
1882,643,H,2
1882,643,J,1
1882,643,P,1
1882,643,S,1
1882,654,F,2
1882,682,D,5
1882,710,D,4
1882,724,B,1
1882,724,D,8
1882,724,H,2
1882,752,D,4
1882,756,D,2
1882,756,H,2
1882,756,J,2
1882,756,Y,1
1882,760,N,1
1882,788,D,3
1882,792,D,3
1882,792,P,1
1882,795,D,1
1882,807,D,1
1882,818,B,1
1882,818,D,7
1882,818,J,2
1882,818,N,1
1882,818,T,1
1882,826,A,1
1882,826,B,4
1882,826,C,6
1882,826,D,59
1882,826,G,1
1882,826,H,2
1882,826,J,5
1882,826,K,1
1882,826,L,1
1882,826,M,3
1882,826,N,5
1882,826,P,12
1882,826,Q,1
1882,826,T,1
1882,826,Y,3
1882,826,Z,2
1882,840,A,1
1882,840,B,3
1882,840,C,1
1882,840,D,4
1882,840,E,65
1882,840,F,149
1882,840,G,3
1882,840,H,11
1882,840,J,9
1882,840,K,7
1882,840,L,1
1882,840,M,1
1882,840,P,39
1882,840,Q,2
1882,840,R,1
1882,840,S,3
1882,840,T,3
1882,840,U,2
1882,840,Y,9
1882,840,Z,1
1882,858,F,4
1882,858,H,1
1883,12,D,3
1883,12,H,1
1883,32,F,8
1883,32,H,1
1883,36,D,4
1883,36,E,1
1883,36,G,1
1883,36,P,1
1883,40,D,4
1883,40,H,1
1883,40,J,1
1883,40,P,1
1883,56,D,2
1883,56,Z,2
1883,68,E,1
1883,68,F,1
1883,76,T,2
1883,84,F,3
1883,104,D,2
1883,116,D,1
1883,116,M,1
1883,124,E,3
1883,124,F,10
1883,124,H,1
1883,124,J,1
1883,124,Y,1
1883,144,D,3
1883,152,F,4
1883,156,D,7
1883,156,H,1
1883,156,J,1
1883,156,M,4
1883,170,F,5
1883,170,J,1
1883,178,D,2
1883,178,H,2
1883,178,Y,1
1883,180,J,1
1883,180,Y,1
1883,192,F,4
1883,192,M,1
1883,203,B,1
1883,203,D,2
1883,203,P,1
1883,208,D,3
1883,214,T,1
1883,246,D,1
1883,246,P,1
1883,250,A,2
1883,250,C,1
1883,250,D,47
1883,250,E,1
1883,250,F,2
1883,250,G,1
1883,250,H,1
1883,250,J,1
1883,250,L,1
1883,250,N,1
1883,250,P,5
1883,250,U,1
1883,254,F,1
1883,268,D,1
1883,276,D,21
1883,276,F,3
1883,276,P,2
1883,276,Q,1
1883,276,U,1
1883,276,Z,1
1883,288,D,1
1883,300,C,1
1883,300,D,4
1883,300,P,1
1883,304,D,1
1883,320,F,1
1883,328,F,3
1883,332,F,3
1883,332,G,1
1883,332,J,1
1883,348,B,1
1883,348,D,7
1883,352,D,1
1883,352,G,2
1883,356,D,16
1883,356,J,1
1883,356,M,1
1883,356,P,3
1883,356,Y,1
1883,360,D,4
1883,360,G,1
1883,364,P,1
1883,372,C,3
1883,372,D,4
1883,372,M,1
1883,372,P,3
1883,380,D,29
1883,380,H,1
1883,380,J,1
1883,380,N,1
1883,380,P,3
1883,380,Q,1
1883,380,Z,1
1883,392,D,9
1883,392,G,1
1883,392,H,1
1883,392,J,1
1883,392,P,1
1883,392,U,1
1883,392,Y,1
1883,392,Z,1
1883,410,D,1
1883,410,V,1
1883,422,P,1
1883,426,D,1
1883,434,D,1
1883,440,D,3
1883,450,D,3
1883,450,Y,1
1883,484,F,19
1883,484,H,1
1883,484,P,1
1883,484,Z,1
1883,496,D,1
1883,496,M,1
1883,496,Q,1
1883,512,D,1
1883,524,D,1
1883,528,B,2
1883,528,D,9
1883,528,P,1
1883,554,D,4
1883,578,D,1
1883,604,F,2
1883,604,G,1
1883,608,J,2
1883,616,D,14
1883,616,F,1
1883,616,P,2
1883,620,D,4
1883,620,J,1
1883,630,F,1
1883,630,M,1
1883,642,D,4
1883,642,H,1
1883,643,D,16
1883,643,G,1
1883,643,H,2
1883,643,J,1
1883,643,P,2
1883,643,V,1
1883,643,Z,1
1883,654,D,1
1883,654,F,1
1883,660,Q,1
1883,682,D,3
1883,704,J,1
1883,705,D,1
1883,724,4,1
1883,724,D,10
1883,724,M,1
1883,724,P,1
1883,724,Z,1
1883,729,D,1
1883,752,D,2
1883,752,P,1
1883,752,Z,2
1883,756,P,1
1883,756,Q,1
1883,764,D,1
1883,788,D,4
1883,792,D,3
1883,795,D,1
1883,804,B,1
1883,807,D,1
1883,818,D,7
1883,818,G,2
1883,818,J,3
1883,826,B,2
1883,826,C,5
1883,826,D,61
1883,826,G,1
1883,826,H,7
1883,826,J,1
1883,826,M,2
1883,826,N,2
1883,826,P,12
1883,826,T,1
1883,826,Y,1
1883,840,B,7
1883,840,D,8
1883,840,E,88
1883,840,F,185
1883,840,G,3
1883,840,H,6
1883,840,J,6
1883,840,K,2
1883,840,M,1
1883,840,P,37
1883,840,Q,4
1883,840,R,1
1883,840,S,1
1883,840,T,3
1883,840,Y,9
1883,840,Z,1
1883,858,F,1
1883,858,J,1
1883,860,D,1
1883,862,F,3
1884,10,G,1
1884,32,F,3
1884,32,J,1
1884,36,D,3
1884,36,M,1
1884,36,P,1
1884,40,D,4
1884,40,H,1
1884,40,J,1
1884,40,T,1
