pubDate,ISOnumeric3,"SUBSTR(r.callNumber,1,1)",COUNT(r.recordID)
1991,558,K,10
1991,558,P,4
1991,562,D,6
1991,562,H,4
1991,566,B,7
1991,566,C,2
1991,566,D,120
1991,566,E,1
1991,566,G,3
1991,566,H,60
1991,566,J,27
1991,566,K,1
1991,566,L,2
1991,566,M,5
1991,566,N,2
1991,566,P,44
1991,566,R,1
1991,566,Z,1
1991,578,B,6
1991,578,C,20
1991,578,D,87
1991,578,E,1
1991,578,G,1
1991,578,H,7
1991,578,J,4
1991,578,K,2
1991,578,L,1
1991,578,N,4
1991,578,P,6
1991,578,Q,1
1991,578,S,1
1991,578,T,2
1991,578,U,4
1991,578,Z,2
1991,580,D,1
1991,580,H,2
1991,580,K,2
1991,583,D,7
1991,583,G,1
1991,583,H,2
1991,583,J,2
1991,583,K,1
1991,583,N,1
1991,583,Z,3
1991,584,D,2
1991,584,H,5
1991,584,K,2
1991,584,U,2
1991,585,B,1
1991,585,D,4
1991,585,G,1
1991,585,H,1
1991,585,K,3
1991,586,C,2
1991,586,D,29
1991,586,G,4
1991,586,H,5
1991,586,M,1
1991,591,E,10
1991,591,F,49
1991,591,H,16
1991,591,K,2
1991,591,M,1
1991,591,P,2
1991,598,B,6
1991,598,C,1
1991,598,D,16
1991,598,G,3
1991,598,H,3
1991,598,J,1
1991,598,T,4
1991,600,B,9
1991,600,F,22
1991,600,H,10
1991,600,J,6
1991,600,P,1
1991,600,Q,1
1991,600,Z,1
1991,604,B,4
1991,604,D,2
1991,604,F,149
1991,604,G,9
1991,604,H,76
1991,604,J,20
1991,604,K,2
1991,604,P,10
1991,604,Q,1
1991,604,S,2
1991,604,Z,3
1991,608,A,1
1991,608,B,4
1991,608,C,2
1991,608,D,95
1991,608,E,5
1991,608,G,3
1991,608,H,28
1991,608,J,14
1991,608,K,6
1991,608,L,1
1991,608,M,2
1991,608,N,1
1991,608,P,15
1991,608,Q,5
1991,608,S,1
1991,608,U,2
1991,612,D,1
1991,616,A,2
1991,616,B,65
1991,616,C,49
1991,616,D,705
1991,616,E,11
1991,616,F,5
1991,616,G,38
1991,616,H,354
1991,616,J,118
1991,616,K,18
1991,616,L,4
1991,616,M,8
1991,616,N,16
1991,616,P,70
1991,616,R,3
1991,616,S,1
1991,616,T,6
1991,616,U,43
1991,616,Z,17
1991,620,B,10
1991,620,C,2
1991,620,D,127
1991,620,E,6
1991,620,F,6
1991,620,G,5
1991,620,H,35
1991,620,J,6
1991,620,K,3
1991,620,M,2
1991,620,N,13
1991,620,P,13
1991,620,T,2
1991,620,V,1
1991,620,Z,4
1991,624,D,1
1991,624,H,4
1991,624,K,1
1991,626,D,10
1991,626,H,1
1991,630,C,1
1991,630,E,1
1991,630,F,35
1991,630,H,6
1991,630,J,7
1991,630,K,8
1991,630,L,1
1991,630,P,2
1991,630,Z,1
1991,634,D,3
1991,634,H,1
1991,642,B,6
1991,642,C,3
1991,642,D,159
1991,642,E,1
1991,642,G,5
1991,642,H,17
1991,642,J,3
1991,642,M,1
1991,642,N,1
1991,642,P,9
1991,642,Q,2
1991,642,Z,2
1991,643,A,2
1991,643,B,23
1991,643,C,10
1991,643,D,466
1991,643,E,4
1991,643,G,20
1991,643,H,120
1991,643,I,1
1991,643,J,24
1991,643,K,2
1991,643,L,3
1991,643,M,5
1991,643,N,11
1991,643,P,67
1991,643,Q,5
1991,643,R,1
1991,643,U,3
1991,643,Z,14
1991,646,B,2
1991,646,D,18
1991,646,H,7
1991,646,J,3
1991,646,R,1
1991,654,D,4
1991,654,E,1
1991,654,F,8
1991,654,G,1
1991,654,S,1
1991,659,P,1
1991,660,F,1
1991,662,F,2
1991,666,C,1
1991,682,A,1
1991,682,B,34
1991,682,C,4
1991,682,D,201
1991,682,E,2
1991,682,G,9
1991,682,H,27
1991,682,J,9
1991,682,K,17
1991,682,L,1
1991,682,M,18
1991,682,N,3
1991,682,P,6
1991,682,S,1
1991,682,U,1
1991,682,Z,7
1991,682,l,1
1991,686,H,2
1991,688,B,5
1991,688,C,2
1991,688,D,130
1991,688,F,1
1991,688,H,40
1991,688,J,10
1991,688,K,4
1991,688,N,2
1991,688,P,4
1991,688,Q,1
1991,688,U,4
1991,690,D,1
1991,690,H,1
1991,690,J,1
1991,694,B,4
1991,694,D,14
1991,694,G,1
1991,694,H,27
1991,694,P,3
1991,694,R,1
1991,694,U,1
1991,702,B,1
1991,702,D,25
1991,702,H,14
1991,702,J,2
1991,702,L,1
1991,702,N,1
1991,702,P,3
1991,702,Z,2
1991,703,B,3
1991,703,C,2
1991,703,D,30
1991,703,G,2
1991,703,P,3
1991,703,Z,1
1991,704,B,3
1991,704,D,121
1991,704,E,3
1991,704,F,1
1991,704,G,6
1991,704,H,80
1991,704,I,3
1991,704,J,5
1991,704,K,4
1991,704,M,1
1991,704,N,1
1991,704,P,20
1991,704,U,2
1991,705,B,7
1991,705,D,46
1991,705,F,1
1991,705,G,4
1991,705,H,5
1991,705,J,1
1991,705,K,1
1991,705,N,2
1991,705,P,3
1991,705,T,1
1991,705,U,1
1991,706,D,14
1991,706,E,1
1991,706,G,1
1991,706,H,4
1991,710,B,14
1991,710,C,23
1991,710,D,165
1991,710,E,1
1991,710,G,6
1991,710,H,49
1991,710,I,3
1991,710,J,26
1991,710,K,4
1991,710,L,1
1991,710,P,52
1991,710,Q,6
1991,710,R,2
1991,710,S,1
1991,710,T,1
1991,710,U,3
1991,710,Z,7
1991,716,B,2
1991,716,D,12
1991,716,G,1
1991,716,H,21
1991,716,J,6
1991,716,M,2
1991,716,P,4
1991,716,Q,1
1991,716,Z,3
1991,724,A,3
1991,724,B,91
1991,724,C,38
1991,724,D,972
1991,724,E,14
1991,724,F,46
1991,724,G,75
1991,724,H,201
1991,724,J,50
1991,724,K,22
1991,724,L,5
1991,724,M,32
1991,724,N,65
1991,724,P,70
1991,724,Q,5
1991,724,R,5
1991,724,S,4
1991,724,T,13
1991,724,U,13
1991,724,V,2
1991,724,Z,17
1991,729,C,2
1991,729,D,29
1991,729,G,3
1991,729,H,6
1991,729,J,5
1991,729,K,3
1991,729,M,3
1991,740,F,5
1991,740,K,1
1991,740,P,1
1991,740,Q,1
1991,740,T,2
1991,748,H,9
1991,748,P,1
1991,752,B,6
1991,752,C,6
1991,752,D,136
1991,752,E,3
1991,752,F,2
1991,752,G,4
1991,752,H,65
1991,752,J,19
1991,752,K,4
1991,752,M,3
1991,752,N,5
1991,752,P,11
1991,752,Q,1
1991,752,R,1
1991,752,U,8
1991,752,Z,2
1991,756,B,14
1991,756,C,11
1991,756,D,119
1991,756,E,3
1991,756,F,2
1991,756,G,6
1991,756,H,30
1991,756,J,14
1991,756,K,2
1991,756,N,16
1991,756,P,9
1991,756,Q,1
1991,756,R,1
1991,756,U,4
1991,756,Z,4
1991,760,B,4
1991,760,D,30
1991,760,G,2
1991,760,H,5
1991,760,J,7
1991,760,M,6
1991,760,N,1
1991,760,P,2
1991,762,D,7
1991,762,G,1
1991,762,P,1
1991,764,B,1
1991,764,C,1
1991,764,D,64
1991,764,E,3
1991,764,H,40
1991,764,I,1
1991,764,J,4
1991,764,K,3
1991,764,M,23
1991,764,P,2
1991,768,B,2
1991,768,D,4
1991,768,H,4
1991,768,J,2
1991,768,K,3
1991,772,J,1
1991,776,B,2
1991,776,D,1
1991,776,H,8
1991,776,K,1
1991,780,B,1
1991,780,F,7
1991,780,G,1
1991,780,H,6
1991,780,J,3
1991,780,K,1
1991,780,P,2
1991,784,A,1
1991,784,D,10
1991,784,H,3
1991,784,P,1
1991,788,A,1
1991,788,B,2
1991,788,D,25
1991,788,H,7
1991,788,J,3
1991,788,K,3
1991,788,M,4
1991,788,P,1
1991,792,A,1
1991,792,B,18
1991,792,C,4
1991,792,D,208
1991,792,E,1
1991,792,F,1
1991,792,G,8
1991,792,H,38
1991,792,J,20
1991,792,K,5
1991,792,M,142
1991,792,N,6
1991,792,P,15
1991,792,Q,3
1991,792,U,1
1991,792,V,3
1991,792,Z,4
1991,795,C,1
1991,795,D,3
1991,795,G,1
1991,795,H,1
1991,795,Q,1
1991,796,G,1
1991,796,H,2
1991,796,Z,1
1991,798,H,5
1991,800,B,1
1991,800,D,13
1991,800,H,15
1991,800,J,7
1991,800,P,1
1991,800,Z,3
1991,804,B,27
1991,804,C,1
1991,804,D,258
1991,804,E,1
1991,804,F,1
1991,804,G,14
1991,804,H,188
1991,804,J,27
1991,804,K,9
1991,804,L,1
1991,804,M,3
1991,804,P,22
1991,804,T,2
1991,804,U,6
1991,804,Z,7
1991,807,B,2
1991,807,C,1
1991,807,D,73
1991,807,G,3
1991,807,H,3
1991,807,K,1
1991,807,P,4
1991,807,U,1
1991,818,B,21
1991,818,C,2
1991,818,D,153
1991,818,E,1
1991,818,G,6
1991,818,H,26
1991,818,J,10
1991,818,K,5
1991,818,M,36
1991,818,N,3
1991,818,P,25
1991,818,Q,3
1991,818,T,1
1991,818,U,1
1991,818,Z,4
1991,826,B,83
1991,826,C,93
1991,826,D,893
1991,826,E,28
1991,826,F,22
1991,826,G,36
1991,826,H,195
1991,826,J,60
1991,826,K,8
1991,826,L,5
1991,826,M,11
1991,826,N,25
1991,826,P,457
1991,826,Q,6
1991,826,R,5
1991,826,S,8
1991,826,T,6
1991,826,U,17
1991,826,V,2
1991,826,Z,40
1991,831,C,1
1991,831,D,3
1991,831,N,1
1991,831,Z,1
1991,832,D,3
1991,832,H,1
1991,832,Q,1
1991,833,B,2
1991,833,P,3
1991,833,Z,2
1991,834,B,5
1991,834,D,16
1991,834,G,4
1991,834,H,6
1991,834,J,8
1991,834,K,2
1991,834,P,2
1991,834,Q,1
1991,834,S,3
1991,840,A,10
1991,840,B,283
1991,840,C,563
1991,840,D,1186
1991,840,E,1762
1991,840,F,3184
1991,840,G,191
1991,840,H,1545
1991,840,I,4
1991,840,J,432
1991,840,K,369
1991,840,L,26
1991,840,M,81
1991,840,N,75
1991,840,P,1156
1991,840,Q,160
1991,840,R,41
1991,840,S,41
1991,840,T,113
1991,840,U,246
1991,840,V,14
1991,840,Z,139
1991,850,C,2
1991,850,F,5
1991,850,H,2
1991,850,P,2
1991,854,D,5
1991,854,H,3
1991,854,M,2
1991,854,P,1
1991,858,F,44
1991,858,G,2
1991,858,H,22
1991,858,J,5
1991,858,N,1
1991,858,P,6
1991,858,T,1
1991,858,U,1
1991,858,Z,3
1991,860,D,23
1991,860,G,3
1991,860,H,7
1991,860,J,1
1991,860,M,1
1991,860,N,1
1991,860,Z,2
1991,862,B,2
1991,862,C,1
1991,862,D,4
1991,862,E,2
1991,862,F,114
1991,862,G,4
1991,862,H,29
1991,862,J,7
1991,862,N,1
1991,862,P,2
1991,862,Q,1
1991,862,R,2
1991,862,S,1
1991,862,Z,3
1991,876,D,1
1991,882,D,2
1991,882,H,2
1991,887,D,22
1991,887,G,1
1991,887,H,3
1991,887,J,2
1991,887,M,1
1991,894,B,5
1991,894,D,11
1991,894,G,2
1991,894,H,27
1991,894,J,4
1991,894,L,2
1991,894,M,2
1991,894,T,1
1991,894,Z,1
1992,4,D,2
1992,8,D,13
1992,8,H,6
1992,8,J,1
1992,8,K,2
1992,8,M,1
1992,10,B,3
1992,10,C,1
1992,10,D,9
1992,10,G,25
1992,10,H,2
1992,10,J,1
1992,10,K,6
1992,10,P,2
1992,10,Q,5
1992,12,B,2
1992,12,C,1
1992,12,D,71
1992,12,H,12
1992,12,J,4
1992,12,M,4
1992,12,N,1
1992,12,P,11
1992,12,R,1
1992,12,U,1
1992,12,Z,2
1992,16,F,1
1992,16,H,1
1992,20,D,2
1992,20,J,1
1992,24,B,1
1992,24,D,19
1992,24,H,6
1992,24,J,1
1992,24,N,2
1992,24,P,5
1992,24,Z,1
1992,28,B,1
1992,31,D,56
1992,31,G,1
1992,31,H,7
1992,31,J,1
1992,31,M,2
1992,31,P,1
1992,32,B,8
1992,32,C,4
1992,32,D,4
1992,32,E,2
1992,32,F,219
1992,32,G,3
1992,32,H,113
1992,32,I,1
1992,32,J,18
1992,32,K,5
1992,32,M,4
1992,32,N,4
1992,32,P,16
1992,32,R,2
1992,32,S,1
1992,32,T,4
1992,32,U,3
1992,32,Z,1
1992,36,A,1
1992,36,B,12
1992,36,C,26
1992,36,D,151
1992,36,E,5
1992,36,F,3
1992,36,G,37
1992,36,H,62
1992,36,J,41
1992,36,K,2
1992,36,L,1
1992,36,N,6
1992,36,P,87
1992,36,Q,5
1992,36,R,2
1992,36,S,5
1992,36,T,8
1992,36,U,16
1992,36,Z,9
1992,40,A,8
1992,40,B,13
1992,40,C,5
1992,40,D,199
1992,40,E,3
1992,40,F,1
1992,40,G,9
1992,40,H,32
1992,40,J,8
1992,40,K,5
1992,40,M,3
1992,40,N,13
1992,40,P,25
1992,40,R,1
1992,40,S,2
1992,40,T,1
1992,40,U,3
1992,40,Z,2
1992,44,B,1
1992,44,D,2
1992,44,E,2
1992,44,F,4
1992,44,K,1
1992,44,P,2
1992,48,D,3
1992,50,B,2
1992,50,D,106
1992,50,G,1
1992,50,H,21
1992,50,J,11
1992,50,K,3
1992,50,M,9
1992,50,N,1
1992,50,P,9
1992,50,Q,1
1992,50,R,1
1992,51,B,1
1992,51,C,1
1992,51,D,78
1992,51,E,1
1992,51,H,5
1992,51,J,3
1992,51,M,1
1992,51,N,1
1992,51,P,3
1992,52,D,2
1992,52,E,3
1992,52,J,1
1992,52,P,2
1992,56,B,9
1992,56,C,13
1992,56,D,67
1992,56,E,1
1992,56,G,1
1992,56,H,17
1992,56,J,15
1992,56,K,3
1992,56,N,9
1992,56,P,12
1992,56,Q,18
1992,56,T,21
1992,56,U,1
1992,56,Z,4
1992,60,C,1
1992,60,P,2
1992,64,D,3
1992,64,H,2
1992,68,B,6
1992,68,C,1
1992,68,E,2
1992,68,F,91
1992,68,G,3
1992,68,H,90
1992,68,J,10
1992,68,K,13
1992,68,N,1
1992,68,P,5
1992,68,Q,3
1992,68,U,1
1992,68,Z,6
1992,70,B,6
1992,70,D,17
1992,70,J,1
1992,70,K,1
1992,70,M,1
1992,70,P,1
1992,72,C,1
1992,72,D,9
1992,72,H,10
1992,72,J,2
1992,72,K,1
1992,72,P,4
1992,72,Q,2
1992,72,Z,1
1992,76,A,1
1992,76,B,21
1992,76,C,8
1992,76,D,3
1992,76,E,2
1992,76,F,323
1992,76,G,19
1992,76,H,135
1992,76,J,24
1992,76,K,6
1992,76,L,3
1992,76,N,4
1992,76,P,34
1992,76,Q,5
1992,76,R,2
1992,76,S,3
1992,76,T,2
1992,76,U,7
1992,76,V,1
1992,76,Z,22
1992,84,F,7
1992,84,H,4
1992,84,J,1
1992,84,M,1
1992,84,Q,1
1992,84,Z,1
1992,86,D,1
1992,90,B,2
1992,90,D,10
1992,90,H,1
1992,90,J,1
1992,90,P,1
1992,90,Z,1
1992,92,G,1
1992,92,H,2
1992,96,D,7
1992,96,J,2
1992,100,B,7
1992,100,C,7
1992,100,D,152
1992,100,E,1
1992,100,G,1
1992,100,H,47
1992,100,J,12
1992,100,K,6
1992,100,P,8
1992,100,S,1
1992,100,Z,2
1992,104,B,1
1992,104,D,20
1992,104,G,1
1992,104,H,8
1992,104,J,5
1992,104,M,20
1992,104,N,1
1992,108,D,3
1992,108,H,7
1992,108,J,2
1992,108,Q,2
1992,108,Z,1
1992,112,B,5
1992,112,D,39
1992,112,H,12
1992,112,I,1
1992,112,J,1
1992,112,K,4
1992,112,N,1
1992,112,P,1
1992,112,T,1
1992,112,Z,3
1992,116,D,17
1992,116,H,2
1992,116,J,1
1992,116,K,3
1992,116,M,2
1992,116,P,2
1992,116,U,3
1992,120,B,1
1992,120,D,22
1992,120,G,1
1992,120,H,8
1992,120,J,5
1992,120,M,1
1992,120,P,2
1992,124,A,1
1992,124,B,7
1992,124,C,77
1992,124,D,18
1992,124,E,52
1992,124,F,242
1992,124,G,18
1992,124,H,173
1992,124,J,42
1992,124,K,10
1992,124,L,1
1992,124,N,4
1992,124,P,103
1992,124,Q,12
1992,124,R,2
1992,124,S,2
1992,124,T,8
1992,124,U,9
1992,124,V,3
1992,124,Z,11
1992,132,D,2
1992,132,H,3
1992,136,F,2
1992,136,H,2
1992,140,D,4
1992,140,H,2
1992,140,M,1
1992,144,B,9
1992,144,C,1
1992,144,D,29
1992,144,E,1
1992,144,G,3
1992,144,H,14
1992,144,J,2
1992,144,M,2
1992,144,P,10
1992,144,Z,1
1992,148,D,11
1992,148,G,2
1992,148,M,1
1992,148,P,3
1992,148,T,1
1992,152,B,2
1992,152,C,3
1992,152,E,2
1992,152,F,80
1992,152,G,7
1992,152,H,67
1992,152,J,4
1992,152,K,2
1992,152,M,1
1992,152,P,8
1992,152,U,3
1992,152,Z,3
1992,156,A,5
1992,156,B,90
1992,156,C,20
1992,156,D,1690
1992,156,E,28
1992,156,F,3
1992,156,G,64
1992,156,H,759
1992,156,I,2
1992,156,J,163
1992,156,K,50
1992,156,L,14
1992,156,M,41
1992,156,N,21
1992,156,P,129
1992,156,Q,10
1992,156,R,1
1992,156,S,6
1992,156,T,11
1992,156,U,41
1992,156,Z,51
1992,158,B,6
1992,158,C,3
1992,158,D,154
1992,158,E,4
1992,158,G,10
1992,158,H,49
1992,158,J,12
1992,158,K,7
1992,158,P,3
1992,158,Q,2
1992,158,S,1
1992,158,Z,6
1992,170,B,4
1992,170,C,2
1992,170,E,2
1992,170,F,99
1992,170,G,6
1992,170,H,42
1992,170,J,10
1992,170,K,2
1992,170,P,5
1992,170,Q,2
1992,170,Z,1
1992,174,H,5
1992,175,D,1
1992,175,H,2
1992,178,B,18
1992,178,C,1
1992,178,D,160
1992,178,E,4
1992,178,G,14
1992,178,H,118
1992,178,J,32
1992,178,K,7
1992,178,L,1
1992,178,M,5
1992,178,N,2
1992,178,P,49
1992,178,Q,4
1992,178,R,1
1992,178,S,1
1992,178,T,1
1992,178,U,1
1992,178,Z,16
1992,180,B,4
1992,180,C,1
1992,180,D,21
1992,180,G,2
1992,180,H,16
1992,180,J,4
1992,180,K,4
1992,180,N,2
1992,180,P,2
1992,184,D,2
1992,184,P,1
1992,188,B,3
1992,188,C,2
1992,188,F,28
1992,188,H,32
1992,188,J,3
1992,188,K,1
1992,188,M,5
1992,188,P,2
1992,188,Q,2
1992,191,A,1
1992,191,B,8
1992,191,C,2
1992,191,D,97
1992,191,H,6
1992,191,J,1
1992,191,K,3
1992,191,P,2
1992,191,Z,2
1992,192,B,6
1992,192,D,1
1992,192,E,11
1992,192,F,98
1992,192,G,2
1992,192,H,10
1992,192,J,6
1992,192,K,4
1992,192,M,5
1992,192,P,7
1992,192,U,1
1992,192,Z,1
1992,196,B,1
1992,196,C,2
1992,196,D,36
1992,196,E,2
1992,196,H,9
1992,196,J,1
1992,196,K,1
1992,196,M,10
1992,196,N,3
1992,196,P,1
1992,196,U,1
1992,196,Z,1
1992,203,B,2
1992,203,C,5
1992,203,D,54
1992,203,G,3
1992,203,H,4
1992,203,J,1
1992,203,K,2
1992,203,L,1
1992,203,M,1
1992,203,N,6
1992,203,P,11
1992,203,Q,1
1992,203,T,1
1992,203,Z,2
1992,204,B,1
1992,204,C,1
1992,204,D,11
1992,204,G,1
1992,204,H,4
1992,208,A,1
1992,208,B,2
1992,208,C,22
1992,208,D,37
1992,208,G,2
1992,208,H,7
1992,208,J,5
1992,208,K,2
1992,208,L,2
1992,208,P,14
1992,208,Q,2
1992,208,U,1
1992,208,Z,1
1992,212,F,5
1992,214,B,1
1992,214,C,1
1992,214,E,7
1992,214,F,39
1992,214,H,13
1992,214,J,5
1992,214,L,1
1992,214,M,1
1992,214,N,2
1992,214,P,3
1992,214,U,2
1992,218,C,6
1992,218,E,1
1992,218,F,71
1992,218,H,60
1992,218,J,5
1992,218,M,2
1992,218,N,1
1992,218,P,3
1992,218,Q,2
1992,218,R,4
1992,218,S,4
1992,218,Z,5
1992,222,B,2
1992,222,D,1
1992,222,F,24
1992,222,H,16
1992,222,J,4
1992,222,K,4
1992,222,M,4
1992,222,P,2
1992,226,D,2
1992,226,J,1
1992,231,B,1
1992,231,C,1
1992,231,D,20
1992,231,G,1
1992,231,H,13
1992,231,K,2
1992,231,M,1
1992,231,P,1
1992,231,U,2
1992,231,Z,1
1992,232,D,4
1992,232,H,1
1992,232,K,1
1992,233,B,1
1992,233,C,1
1992,233,D,40
1992,233,G,1
1992,233,H,18
1992,233,J,3
1992,233,K,2
1992,233,P,1
1992,233,Q,1
1992,234,A,2
1992,234,D,4
1992,238,B,1
1992,238,F,2
1992,238,J,2
1992,242,D,7
1992,242,H,2
1992,242,J,2
1992,242,P,1
1992,242,Q,1
1992,246,A,1
1992,246,B,2
1992,246,C,3
1992,246,D,41
1992,246,G,9
1992,246,H,36
1992,246,J,17
1992,246,K,1
1992,246,N,2
1992,246,P,1
1992,246,Q,1
1992,246,T,1
1992,246,U,4
1992,246,V,1
1992,246,Z,2
1992,250,A,4
1992,250,B,63
1992,250,C,97
1992,250,D,1181
1992,250,E,14
1992,250,F,51
1992,250,G,54
1992,250,H,181
1992,250,I,1
1992,250,J,94
1992,250,K,20
1992,250,L,4
1992,250,M,11
1992,250,N,60
1992,250,P,200
1992,250,Q,6
1992,250,R,6
1992,250,S,5
1992,250,T,31
1992,250,U,10
1992,250,V,4
1992,250,Z,30
1992,254,F,13
1992,254,H,2
1992,258,D,5
1992,258,F,1
1992,258,G,3
1992,258,H,2
1992,258,M,1
1992,258,P,1
1992,262,H,6
1992,262,J,2
1992,262,V,2
1992,266,D,5
1992,266,N,1
1992,266,Z,1
1992,268,C,1
1992,268,D,52
1992,268,G,3
1992,268,H,4
1992,268,J,2
1992,268,M,2
1992,268,P,8
1992,268,U,1
1992,270,D,6
1992,270,H,4
1992,270,J,4
1992,270,P,1
1992,275,B,7
1992,275,D,74
1992,275,H,17
1992,275,K,4
1992,275,L,1
1992,275,M,5
1992,275,N,4
1992,275,P,10
1992,275,T,1
1992,275,Z,2
1992,276,A,7
1992,276,B,130
1992,276,C,90
1992,276,D,1558
1992,276,E,29
1992,276,F,37
1992,276,G,43
1992,276,H,441
1992,276,I,6
1992,276,J,121
1992,276,K,47
1992,276,L,13
1992,276,M,12
1992,276,N,78
1992,276,P,122
1992,276,Q,31
1992,276,R,13
1992,276,S,2
1992,276,T,18
1992,276,U,41
1992,276,V,5
1992,276,Z,32
1992,288,B,2
1992,288,D,30
1992,288,G,2
1992,288,H,24
1992,288,J,7
1992,288,K,1
1992,288,N,1
1992,288,P,13
1992,292,D,3
1992,292,H,1
1992,292,J,1
1992,296,H,4
1992,300,B,25
1992,300,C,5
1992,300,D,245
1992,300,E,2
1992,300,G,4
1992,300,H,24
1992,300,J,20
1992,300,K,2
1992,300,L,3
1992,300,M,1
1992,300,N,3
1992,300,P,40
1992,300,S,1
1992,300,T,2
1992,300,U,4
1992,300,Z,3
1992,304,E,2
1992,304,G,4
1992,304,H,2
1992,304,U,1
1992,308,F,1
1992,308,P,1
1992,312,C,1
1992,312,F,9
1992,312,H,2
1992,312,J,1
1992,312,P,2
1992,316,D,3
1992,316,F,1
1992,316,H,1
1992,316,K,1
1992,320,B,3
1992,320,C,1
1992,320,F,44
1992,320,G,3
1992,320,H,4
1992,320,J,3
1992,320,M,6
1992,320,P,6
1992,320,Z,3
1992,324,B,2
1992,324,D,3
1992,324,G,1
1992,324,H,1
1992,324,M,1
1992,328,F,5
1992,328,H,4
1992,328,J,1
1992,328,P,4
1992,332,B,3
1992,332,E,4
1992,332,F,19
1992,332,H,7
1992,332,J,2
1992,332,K,7
1992,332,N,1
1992,332,P,13
1992,332,Q,1
1992,332,R,2
1992,336,P,1
1992,340,B,1
1992,340,F,17
1992,340,H,13
1992,340,J,6
1992,340,K,1
1992,340,M,5
1992,340,U,1
1992,340,Z,1
1992,344,B,1
1992,344,D,26
1992,344,G,1
1992,344,H,23
1992,344,J,2
1992,344,K,3
1992,344,P,2
1992,344,T,1
1992,344,Z,3
1992,348,B,10
1992,348,C,8
1992,348,D,110
1992,348,G,6
1992,348,H,70
1992,348,J,11
1992,348,K,6
1992,348,M,1
1992,348,N,3
1992,348,P,11
1992,348,Q,1
1992,348,S,2
1992,348,T,1
1992,348,U,2
1992,348,Z,6
1992,352,B,3
1992,352,C,1
1992,352,D,26
1992,352,G,3
1992,352,H,9
1992,352,J,1
1992,352,P,3
1992,352,T,1
1992,352,Z,2
1992,356,A,2
1992,356,B,99
1992,356,C,14
1992,356,D,816
1992,356,E,14
1992,356,F,21
1992,356,G,73
1992,356,H,375
1992,356,I,10
1992,356,J,54
1992,356,K,8
1992,356,L,5
1992,356,M,51
1992,356,N,12
1992,356,P,173
1992,356,Q,4
1992,356,R,3
1992,356,S,6
1992,356,T,4
1992,356,U,12
1992,356,Z,14
1992,360,B,14
1992,360,D,180
1992,360,G,12
1992,360,H,124
1992,360,J,16
1992,360,K,4
1992,360,N,2
1992,360,P,20
1992,360,Q,3
1992,360,T,3
1992,360,U,2
1992,360,Z,5
1992,364,B,3
1992,364,C,1
1992,364,D,66
1992,364,F,1
1992,364,G,1
1992,364,H,9
1992,364,J,5
1992,364,K,3
1992,364,M,11
1992,364,N,2
1992,364,P,8
1992,364,Q,2
1992,364,T,1
1992,364,U,1
1992,368,B,3
1992,368,D,55
1992,368,G,3
1992,368,J,2
1992,368,K,7
1992,368,M,2
1992,368,N,1
1992,368,P,4
1992,368,U,2
1992,372,B,12
1992,372,C,34
1992,372,D,152
1992,372,E,3
1992,372,F,2
1992,372,G,11
1992,372,H,24
1992,372,J,7
1992,372,M,4
1992,372,N,2
1992,372,P,162
1992,372,Q,3
1992,372,S,3
1992,372,T,1
1992,372,V,2
1992,372,Z,2
1992,376,B,12
1992,376,C,11
1992,376,D,150
1992,376,E,12
1992,376,F,1
1992,376,G,4
1992,376,H,33
1992,376,J,25
1992,376,K,5
1992,376,M,10
1992,376,P,14
1992,376,R,1
1992,376,T,1
1992,376,U,17
1992,376,Z,4
1992,380,A,5
1992,380,B,143
1992,380,C,43
1992,380,D,954
1992,380,E,5
1992,380,F,5
1992,380,G,44
1992,380,H,161
1992,380,J,105
1992,380,K,35
1992,380,L,1
1992,380,M,25
1992,380,N,175
1992,380,P,191
1992,380,Q,77
1992,380,S,9
1992,380,T,28
1992,380,U,11
1992,380,V,6
1992,380,Z,22
1992,388,B,2
1992,388,F,8
1992,388,H,16
1992,388,J,1
1992,388,M,2
1992,388,P,12
1992,388,Z,1
1992,392,A,4
1992,392,B,83
1992,392,C,26
1992,392,D,1123
1992,392,E,37
1992,392,F,7
1992,392,G,66
1992,392,H,625
1992,392,I,1
1992,392,J,105
1992,392,K,42
1992,392,L,14
1992,392,M,35
1992,392,N,33
1992,392,P,95
1992,392,Q,18
1992,392,R,4
1992,392,S,7
1992,392,T,11
1992,392,U,45
1992,392,V,1
1992,392,Z,57
1992,398,D,27
1992,398,G,7
1992,398,H,6
1992,398,J,1
1992,398,K,1
1992,398,P,2
1992,400,C,1
1992,400,D,25
1992,400,H,1
1992,400,J,2
1992,400,M,6
1992,400,N,1
1992,400,P,1
1992,400,Z,1
1992,404,B,2
1992,404,D,40
1992,404,E,1
1992,404,G,8
1992,404,H,17
1992,404,J,13
1992,404,P,10
1992,404,Q,4
1992,404,S,13
1992,408,B,1
1992,408,D,58
1992,408,G,3
1992,408,H,41
1992,408,J,5
1992,408,K,1
1992,408,N,2
1992,408,P,2
1992,408,Q,1
1992,408,U,4
1992,408,Z,2
1992,410,A,1
1992,410,B,26
1992,410,C,14
1992,410,D,320
1992,410,E,6
1992,410,G,16
1992,410,H,226
1992,410,J,26
1992,410,K,6
1992,410,L,5
1992,410,M,1
1992,410,N,7
1992,410,P,12
1992,410,Q,1
1992,410,R,2
1992,410,T,1
1992,410,U,3
1992,410,V,1
