recordID,subjectLocation
15645,United States
15645,Mexico
15646,Mexico
15646,Mexico
15647,Mexico
15648,Laguna Region (Mexico)
15648,Laguna Region (Mexico)
15649,Greece
15650,Io¯annina (Greece)
15651,Greece
15652,Lefkas Island (Greece)
15653,Greece
15654,Greece
15654,Greece
15655,Black Sea Region
15656,Rethymne¯ (Greece : Nome)
15657,Nimfei? (Ukraine : Extinct city)
15657,Crimea (Ukraine)
15658,Poland
15659,Rome
15660,Poland
15661,Vilnius Region (Lithuania)
15662,"Oka River Valley (Kurskai?a? oblast'-Nizhegorodskai?a? oblast', Russia)"
15662,Volga River Region (Russia)
15663,Russia
15663,United States
15664,Novai?a? Zemli?a? (Russia)
15665,Europe
15666,Moscow (Russia)
15666,Moscow (Russia)
15667,Estonia
15667,Estonia
15668,Estonia
15668,Estonia
15669,Poland
15669,Poland
15670,Poland
15671,Russia
15671,Baltic States
15672,Russia (Federation)
15673,Siberia (Russia)
15673,Siberia (Russia)
15674,China
15675,Saint Petersburg (Russia)
15675,Saint Petersburg (Russia)
15676,"Siberia, Western (Russia)"
15676,"Siberia, Western (Russia)"
15677,Saint Petersburg (Russia)
15677,Saint Petersburg (Russia)
15678,Russia (Federation)
15679,Greece
15680,Cyprus
15681,Greece
15681,Turkey
15682,Attike¯ (Greece)
15682,Attike¯ (Greece)
15683,Altai?skii? krai? (Russia)
15684,Buri?a?tii?a? (Russia)
15685,Russia (Federation)
15686,Soviet Union
15687,Czech Republic
15688,Europe
15688,Europe
15688,Europe
15689,Czech Republic
15690,Czechoslovakia
15691,Czechoslovakia
15691,Soviet Union
15691,Soviet Union
15692,Czechoslovakia
15692,Germany
15692,Czechoslovakia
15692,Germany
15693,Ukraine.
15694,United States
15695,Greece
15696,Greece
15697,Cyprus
15698,United States
15699,Baltic States
15699,Baltic States
15700,Estonia
15701,Pa¨rnu (Estonia)
15702,Estonia
15703,Estonia
15703,Estonia
15704,Belgium
15704,Greece
15705,Kerkyra (Greece)
15705,Venice (Italy)
15706,Greece
15707,Greece
15708,Greece
15709,United States
15710,Ampelakia (Greece)
15711,Balkan Peninsula
15712,Europe
15713,Greece
15714,Bohemia (Czech Republic)
15715,Czech Republic
15716,Czechoslovakia
15717,Europe
15718,Prague (Czech Republic)
15719,Russia (Federation)
15720,Belarus
15721,Estonia
15722,Viljandimaa (Estonia)
15722,Viljandimaa (Estonia)
15723,Tis?nov Region (Czech Republic)
15724,"Authors, Czech"
15725,Prague (Czech Republic)
15726,Czechoslovakia
15727,Prague (Czech Republic)
15728,Latvia
15729,Latvia
15730,Slovenia
15731,Slovenia
15731,Italy
15731,Julian March
15732,Slovenia
15733,Slovenia
15734,Poland
15734,Germany
15734,Poland
15734,Ukraine
15734,Germany
15734,Ukraine
15734,Europe
15735,Poland
15735,Czechoslovakia
15735,Poland
15736,Poland
15737,Estonia
15737,Estonia
15738,Tartu (Estonia)
15739,Estonia
15740,Estonia
15741,Estonia
15742,Czech Republic
15743,Bohemia (Czech Republic)
15744,Bohemia (Czech Republic)
15744,Holy Roman Empire
15745,Ri¯ga (Latvia)
15745,Latvia
15746,Pripet Marshes (Belarus and Ukraine)
15746,Belarus
15747,Kujawy (Poland)
15748,Czechoslovakia
15749,Albania
15749,Albania
15750,Bolene¨ (Albania)
15751,Albania
15751,Albania
15751,Albania
15752,Epirus (Greece and Albania)
15753,Albania
15754,Thessalonike¯ (Greece)
15755,Limassol (Cyprus)
15756,Balkan Peninsula
15756,Balkan Peninsula
15756,Cyprus
15757,Cyprus
15758,Serrai (Greece : Eparchy)
15759,Do¯dekane¯sos (Greece)
15760,Nisyros Island (Greece)
15761,Sweden
15762,Nordkalotten
15763,Scandinavia
15764,Ska°ne (Sweden)
15765,Sweden
15766,Germany
15766,Germany
15767,Turin (Italy)
15768,Berlin (Germany)
15768,Germany (East)
15769,Prussia (Germany)
15769,Germany
15770,Germany
15771,Finland
15771,Estonia
15772,Passau (Germany)
15773,Europe
15774,Europe
15774,Germany
15774,France
15774,Germany
15774,France
15774,Europe
15775,Northern Areas (Pakistan)
15775,Northern Areas (Pakistan)
15776,Germany
15776,Germany (West)
15777,Germany
15778,Europe
15779,Cologne (Germany)
15780,"Weimar (Thuringia, Germany)"
15781,Germany (East)
15781,Germany (East)
15781,Soviet Union
15781,Soviet Union
15782,Germany
15783,Germany (East)
15783,Germany (East)
15784,Regensburg (Germany)
15785,Syria
15786,Germany (East)
15787,Germany
15788,Germany
15789,Germany
15789,Germany
15789,Japan
15789,Japan
15790,Karlsruhe Region (Germany)
15791,"Weimar (Thuringia, Germany)"
15792,Berlin (Germany)
15792,Berlin (Germany)
15793,European Union countries
15794,Baltic States
15794,Germany
15795,Germany
15796,Asia
15797,Europe
15797,European Union countries
15797,"Europe, Eastern"
15798,Africa
15798,Africa
15799,Vietnam
15799,Vietnam
15799,Privatization
15800,Nepal
15800,Nepal
15800,Nepal
15801,Bangladesh
15802,Islamic countries
15803,Punjab (Pakistan)
15804,Kenya
15805,Vietnam
15806,Denmark
15806,Schleswig-Holstein (Germany)
15807,Helsinki (Finland)
15808,Saimaa Lake (Finland)
15809,Germany
15809,Bosnia and Hercegovina
15809,Germany
15810,Germany
15811,Denmark
15811,Denmark
15812,Finland
15813,Zanzibar
15813,Zanzibar
15814,Finland
15815,Finland
15816,Russia (Federation)
15817,Oulangan kansallispuisto (Finland)
15818,Dublin (Ireland)
15819,Netherlands
15819,Netherlands
15820,Amsterdam (Netherlands)
15821,Ireland
15821,Netherlands
15822,Netherlands
15823,Indonesia
15824,Netherlands
15825,Limburg (Netherlands)
15826,"Museumplein (Amsterdam, Netherlands)"
15827,Amsterdam (Netherlands)
15828,United States
15828,United States
15829,Netherlands
15830,Netherlands
15831,Coburg (Germany)
15831,Coburg (Germany : Landkreis)
15832,Germany
15832,Germany
15833,"Go¨rlitz (Dresden, Germany)"
15833,Dresden (Germany)
15833,Dresden (Germany)
15833,Germany (East)
15834,Germany
15834,Bosnia and Hercegovina
15835,Hamburg (Germany)
15836,Poland
15836,Poland
15837,Cali (Colombia)
15838,Boizenburg (Germany)
15839,Turkey
15839,European Union countries
15839,Turkey
15839,"Asia, Central"
15839,Turkey
15839,European Union countries
15839,Turkey
15839,"Asia, Central"
15840,Southeast Asia.
15841,Germany (East)
15841,Germany
15842,Morocco
15843,Syria
15843,Syria
15844,Greece
15845,Germany (West)
15845,Germany (East)
15845,Germany
15845,Germany (East)
15845,Germany
15846,Petra (Extinct city)
15847,Germany
15848,"Uraba´, Gulf of, Region (Colombia)"
15848,Colombia
15849,Santiago de Compostela (Spain)
15850,Germany
15850,Germany
15851,Europe
15851,Europe
15852,Hohenlohe (Germany)
15852,Schwa¨bisch Hall (Germany)
15852,Limpurg (Grafschaft)
15853,England
15853,England
15854,Switzerland
15855,Switzerland
15856,Afghanistan
15857,Switzerland
15858,Switzerland
15859,Qumran Site (West Bank)
15860,Italy
15861,Europe
15862,Great Britain
15862,Europe
15863,Brescia (Italy)
15864,United States
15865,Greece
15865,Rome
15866,Oberweis (Germany)
15867,"Burgau (Bavaria, Germany)"
15868,"Europe, Eastern"
15868,"Europe, Eastern"
15869,Former Polish Eastern Territories
15870,Scotland
15871,Korea (North)
15872,Europe
15873,Germany
15874,Germany
15875,Germany
15876,Germany
15877,Franconia (Germany)
15878,Ukraine
15878,Ukraine
15879,Denmark
15880,Sicily (Italy)
15881,Italy
15882,Namibia
15883,Oder River Valley.
15884,Bayti¯n
15885,La Garde (Switzerland)
15886,Werdenberg (Switzerland)
15887,Bernese Alps (Switzerland)
15888,Germany (East)
15888,Germany (West)
15889,Netherlands
15889,Flanders (Belgium)
15890,Greenbelts
15891,Netherlands
15892,Friesland (Netherlands)
15893,Zimbabwe
15894,Sweden
15894,Baltic Sea Region
15895,Asia
15895,Sweden
15896,Scandinavia
15896,Europe
15897,Sweden
15898,Geneva (Switzerland)
15899,Zu¨rich (Switzerland)
15899,Zu¨rich (Switzerland : Canton)
15899,Europe
15900,United States
15901,Switzerland
15901,Switzerland
15901,Switzerland
15902,Go¨schenertal (Switzerland)
15903,Switzerland
15904,Solothurn (Switzerland)
15904,Solothurn (Switzerland)
15905,Vietnam
15905,Vietnam
15906,Rodez (France)
15907,Venice (Italy)
15907,Syria
15907,Syria
15908,Brazil
15909,France
15910,"Europe, Eastern"
15911,France
15911,France
15912,Strasbourg (France)
15913,Bibracte (Extinct city)
15914,Egypt
15914,Egypt
15915,European Union countries
15915,Europe
15916,Bennecourt (France)
15916,Bennecourt (France)
15917,Paris Basin (France)
15918,France
15919,Spain
15920,Egypt
15921,France
15922,France
15922,France
15923,Dieppe (France)
15924,Plume´liau (France)
15925,France
15925,Zellenberg (France)
15926,Brittany (France)
15927,Brittany (France)
15928,Saudi Arabia
15929,France
15930,Europe
15931,Nantes (France)
15931,France
15932,Guadeloupe
15933,European Union countries
15934,Flanders (Belgium)
15934,Flanders (Belgium)
15934,Flanders (Belgium)
15934,Belgium
15935,Sahara
15935,Sahara
15936,Rome
15937,"Grande Oye Site (Doubs, France)"
15937,Doubs (France)
15938,Ethiopia
15938,"Africa, Northeast"
15938,Chad
15939,France
15939,France
15940,Corsica (France)
15941,Mediterranean Region
15942,France
15943,France
15943,France
15944,France
15945,Corsica (France)
15946,Congo (Brazzaville)
15947,Bosnia and Hercegovina
15948,Mauritania
15949,France
15949,France
15950,Djibouti
15951,Southeast Asia
15952,Islamic Empire
15953,France
15954,France
15954,"Spain, Northern"
15955,France
15955,France
15956,Orchies (France)
15957,Indochina
15957,France
15958,France
15958,France
15958,France
15959,France
15959,France
15959,France
15960,European Union countries
15960,Turkey
15961,Panama Canal (Panama)
15961,Panama Canal (Panama)
15962,Lebanon
15963,Creuse (France)
15964,"West Indies, French"
15965,Toulouse (France)
15966,Brittany (France)
15966,Brittany (France)
15966,Armorica (France)
15967,France
15967,France
15967,France
15968,Europe
15969,Bonifacio (France)
15970,Rome
15971,America
15972,Jura (France)
15973,Brittany (France)
15974,France
15974,France
15975,Douai (France)
15976,Val de Ville´ (France)
15977,Gergovia (Extinct city)
15977,Clermont-Ferrand Region (France)
15977,Clermont-Ferrand Region (France)
15977,Auvergne (France)
15977,Auvergne (France)
15978,Bornem (Belgium)
15978,Brabant (Belgium)
15979,"Europe, Western"
15979,"Europe, Western"
15980,Europe
15981,"Aalst (East Flanders, Belgium)"
15982,Pyrenees
15983,Europe
15984,France
15985,Alsace (France)
15986,France
15987,Montreuil-Bellay (France)
15987,France
15988,French overseas departments.
15989,Que´bec (Province)
15990,Germany
15990,Germany
15991,France
15991,Paris (France)
15991,Paris (France)
15992,France
15993,France
15993,France
15994,France
15994,France
15995,Bourbonnais (France)
15995,Bourbonnais (France)
15995,Bourbonnais (France)
15995,France
15996,Paris (France)
15997,Morocco
15998,Algeria
15999,European Union countries
15999,European Union countries
16000,Paris (France)
16000,Paris (France)
16001,United States
16002,France
16002,France
16003,France
16004,Na San (Vietnam)
16005,Greece
16006,Dauphine´ (France)
16007,France
16007,France
16008,"La Villette (Paris, France)"
16008,"La Villette (Paris, France)"
16009,France
16010,Saint-Fe´lix-de-Sorgues (France)
16010,France
16011,Malta
16011,Turkey
16012,Mauritania
16013,Paris (France)
16013,Paris (France)
16013,Paris (France)
16014,Russia (Federation)
16015,Dro^me (France)
16015,France
16016,"Argentomagus Site (Saint-Marcel, Indre, France)"
16016,"Saint-Marcel (Indre, France)"
16017,Europe
16017,Europe
16017,Europe
16018,"Gannat (Allier, France)"
16019,Egypt
16020,Calvados (France)
16021,Belgium
16022,Belgium
16023,Holy Roman Empire
16023,Holy Roman Empire
16024,Saarland (Germany)
16024,Luxembourg
16024,Lorraine (France)
16024,Rhineland-Palatinate (Germany)
16025,United States
16026,Belgium
16027,Egypt
16028,Indonesia
16028,Indonesia
16029,Brittany (France)
16030,Paris (France)
16031,France
16032,Corsica (France)
16032,France
16033,France
16034,Vaison-la-Romaine (France)
16035,France
16035,France
16036,Indre (France : De´partement)
16037,France
16037,Germany
16038,Balkan Peninsula
16039,Italy
16040,Florence (Italy)
16041,Sicily (Italy)
16041,Sicily (Italy)
16042,Italy
16043,"Italy, Northern"
16044,Turin (Italy)
16045,Piedmont (Italy)
16046,Europe
16047,Palestine
16048,Italy
16049,Balkan Peninsula
16049,Italy
16049,Balkan Peninsula
16050,Italy
16051,Pont Canavese (Italy)
16051,Pont Canavese (Italy)
16052,Paris (France)
16052,Paris (France)
16053,Burzet (France)
16053,Burzet (France)
16054,Nantes (France)
16054,Brittany (France)
16055,France
16056,France
16057,France
16057,Alsace (France)
16058,France
16059,Kongo Kingdom
16060,Dro^me (France)
16060,Dro^me (France)
16061,Venice (Italy)
16061,Tunisia
16061,Venice (Italy)
16061,Venice (Italy
16062,Sequedin (France)
16063,Krasnodarskii? krai? (Russia)
16064,Bol'shoye Boldino (Russia)
16065,Fars/Klady Mound (Russia)
16065,"Caucasus, Northern (Russia)"
16066,Russia (Federation)
16067,Soviet Union
16067,Soviet Union
16068,Korea
16068,China
16069,Moscow (Russia)
16070,Moscow (Russia)
16070,Moscow (Russia)
16070,Moscow (Russia)
16070,Moscow (Russia)
16071,Russia
16071,Russia
16072,Thespro¯tia (Greece)
16073,Melos Island (Greece)
16074,Greece
16075,Perivlepton (Greece)
16076,Turkey
16076,Israel
16076,Middle East
16076,Greece
16077,Cyprus
16078,Athens (Greece)
16079,Greece
16080,Greece
16081,Thessaly (Greece)
16082,Hagia Varvara (Greece)
16083,Tinos Island (Greece)
16084,Greece.
16085,Greece
16086,Greece
16087,Russia
16088,Udmurtii?a? (Russia)
16089,Idnakar Site (Russia)
16089,Kama River Region (Russia)
16090,Russia (Federation)
16091,Russia (Federation)
16092,Russia
16092,Russia (Federation)
16093,Russia (Federation)
16093,Europe
16093,Asia
16094,Developing countries
16095,Russia (Federation)
16096,Russia (Federation)
16097,Dhaula¯giri (Nepal)
16098,Mongolia
16099,Russia
16099,Russia
16100,Moravia (Czech Republic)
16101,Czechoslovakia
16101,Czechoslovakia
16102,Czechoslovakia
16103,Europe
16104,London (England)
16104,Czechoslovakia
16105,Slovakia
16105,Hungary
16105,Hungary
16106,Czechoslovakia
16106,Slovakia
16107,Slovakia
16107,Slovakia
16108,Slovakia
16109,Albania
16109,Albania
16110,"Caucasus, Northern (Russia)"
16110,"Caucasus, Northern (Russia)"
16110,"Caucasus, Northern (Russia)"
16111,Astrakhan' (Russia)
16112,"Belostok (Tomskai?a? oblast', Russia)"
16113,Russia (Federation)
16114,Russia (Federation)
16115,Spassk-Ri?a?zanskii? (Russia)
16115,Spassk-Ri?a?zanskii? (Russia)
16116,Russia
16116,Russia
16117,Cheli?a?binsk (Russia)
16118,United States
16119,Soviet Union
16120,Saint Petersburg (Russia)
16121,Soviet Union
16122,Russian Far East (Russia)
16122,Russian Far East (Russia)
16123,Ivanovskai?a? oblast' (Russia)
16124,Japan
16124,Japan
16124,Japan
16125,Soviet Union
16126,Vologda (Russia)
16127,Former Soviet republics
16128,Omskai?a? oblast' (Russia)
16128,Omskai?a? oblast' (Russia)
16129,"Vostochnyi? administrativnyi? okrug (Moscow, Russia)"
16130,Bashkortostan (Russia)
16131,Irkutskai?a? oblast' (Russia)
16131,Irkutskai?a? oblast' (Russia)
16132,Netherlands
16132,Europe
16133,Netherlands
16134,Mars (Planet)
16135,Mongstad (Norway)
16135,Mongstad (Norway)
16136,Norway
16137,Norway
16138,Yugoslavia
16138,"Europe, Eastern"
16139,South Georgia (South Georgia and South Sandwich Islands)
16140,Sogn og Fjordane fylke (Norway)
16141,Zeist (Netherlands)
16142,France
16143,Lucerne Lake (Switzerland)
16143,Lucerne Lake Region (Switzerland)
16144,Switzerland
16145,Alpstein (Switzerland)
16146,Switzerland
16146,Switzerland
16147,Lo¨tschental (Switzerland)
16148,Worb (Switzerland)
16149,Chemnitz (Germany)
16149,Plauen (Germany)
16149,Zwickau (Germany)
16150,Germany (East)
16151,Greece
16152,Germany
16153,Kolobrzeg (Poland)
16154,"Weimar (Thuringia, Germany)"
16155,Sweden
16156,Estonia
16157,Tartumaa (Estonia)
16158,Rome
16159,"Russia, Northwestern"
16159,"Russia, Northwestern"
16160,Russia
16161,Ukraine
16162,Soviet Union
16162,Soviet Union
16163,Russia (Federation)
16164,Russia
16164,Russia
16165,Rostovskai?a? oblast' (Russia)
16166,"Kostroma (Kostromskai?a? oblast', Russia)"
16166,"Kostroma (Kostromskai?a? oblast', Russia)"
16167,Warsaw (Poland)
16168,China
16168,China
16168,China
16169,Germany
16169,Soviet Union
16170,Soviet Union
16171,Bermuda Triangle.
16172,Saint Petersburg (Russia)
16173,Ukraine
16174,Saint Petersburg (Russia)
16175,Russia
16175,Russia (Federation)
16176,United States
16177,East European Plain
16178,Macedonia (Republic)
16178,Slovenia
16179,Balkan Peninsula
16180,Macedonia (Republic)
16181,Srebrenica (Bosnia and Hercegovina)
16182,Macedonia
16183,Italy
16183,Canada
16184,Liguria (Italy)
16185,Albania
16185,Balkan Peninsula
16185,Italy
16185,Albania
16186,France
16186,France
16186,France
16187,Milan (Italy : Province)
16187,Milan (Italy : Province)
16188,"Europe, Eastern"
16189,Allier (France : De´partement)
16189,France
16190,Soviet Union
16190,Soviet Union
16190,Soviet Union
16191,Russia (Federation)
16192,Italy
16192,Italy
16193,"Italy, Southern"
16194,"Italy, Southern"
16195,Italy
16196,Italy
16197,Egypt
16197,Egypt
16198,Andalusia (Spain)
16198,Andalusia (Spain)
16199,Germany
16199,Romania
16199,Germany
16199,Romania
16200,Jura (France)
16201,Cuba
16201,Cuba
16202,Hawaii
16203,Spain
16203,Oceania
16203,Oceania
16203,Spain
16203,Oceania
16203,Micronesia
16203,Mariana Islands
16204,United States
16204,"Africa, Sub-Saharan"
16204,United States
16204,"Africa, Sub-Saharan"
16205,Africa
16206,Otero County (N.M.)
16206,Holloman Air Force Base (N.M)
16207,Virginia
16208,Ghyllbank (Mich.)
16208,Isle Royale National Park (Mich.)
16209,China
16209,China
16209,China
16210,Death Valley National Park (Calif. and Nev.)
16210,Death Valley National Park (Calif. and Nev.)
16211,Chichagof Island (Alaska)
16211,Tongass National Forest (Alaska)
16212,McFaddin Beach (Tex.)
16213,Chesapeake Bay (Md. and Va.)
16214,Chesapeake Bay (Md. and Va.)
16215,Times Beach (Mo.)
16216,United States
16216,United States
16217,Grand Staircase-Escalante National Monument (Utah)
16218,United States
16218,United States
16219,Hells Canyon National Recreation Area (Or. and Idaho)
16220,Virginia
16221,"Big Hole, Battle of the, Mont., 1877."
16221,Big Hole National Battlefield (Mont.)
16221,Big Hole National Battlefield (Mont.)
16222,China
16222,Pacific Area
16222,China
16222,Southeast Asia
16222,China
16223,Trinity River (Calif.)
16224,Marys River (Ill.)
16225,United States
16225,United States
16226,United States
16227,Australia
16228,Australia
16229,"Australia, Northern"
16230,Dublin (Ireland)
16231,Great Britain
16232,Indochina
16233,London (England)
16234,Asia
16234,Asia
16235,Australia
16236,Hay (Wales)
16237,Ireland
16238,Essex (England)
16239,England
16240,Australia
16241,Australia
16242,Sri Lanka
16242,Sri Lanka
16242,Sri Lanka
16243,Tasmania
16243,Tasmania
16243,Australia
16244,Sydney (N.S.W.)
16245,Australia
16245,Australia
16246,New South Wales
16247,Australia
16248,Sydney (N.S.W.)
16249,Sydney (N.S.W.)
16249,Australia
16250,Australia
16251,Australia
16252,Australia
16253,Oceania
16254,Northern Territory
16255,Australia
16255,Australia
16256,Mount Buffalo National Park (Vic.)
16257,Papua New Guinea
16258,Australia
16259,New Caledonia
16259,New Caledonia
16260,Great Britain
16261,Papua New Guinea
16261,Papua New Guinea
16261,Papua New Guinea
16262,Australia
16263,Fiji
16263,Fiji
16263,Fiji
16263,Fiji
16264,Tuvalu
16264,Tuvalu
16265,Que´bec (Province)
16266,Que´bec (Province)
16266,Canada
16266,Canada
16266,Que´bec (Province)
16266,Que´bec (Province)
16267,Ameliasburgh (Ont. : Township)
16267,Ameliasburgh (Ont. : Township)
16268,Canada
16269,China
16269,China
16270,North America
16271,Newfoundland and Labrador
16272,Nova Scotia
16272,New England
16273,"Northwest, Canadian"
16273,Nord-Ouest canadien
16274,Ontario
16275,Toronto (Ont.)
16275,Sinai (Egypt)
16275,Israel
16276,British Columbia
16276,Alberta
16277,Saskatchewan
16278,Islay (Scotland)
16278,Ardnamurchan Peninsula (Scotland)
16278,Scotland
16278,Canada
16279,Toronto (Ont.)
16279,Toronto (Ont.)
16280,Longueuil (Que´bec)
16281,Dingle (Ireland)
16282,Ireland
16283,Europe
16284,Ireland
16285,Ireland
16286,Great Britain
16287,"Europe, Eastern"
16287,"Europe, Eastern"
16288,Sudan
16288,Sudan
16288,Nile River
16289,"Regent's Park (London, England)"
16290,"Westminster (London, England)"
16290,"Westminster (London, England)"
16291,Great Britain
16292,Eritrea
16292,Eritrea
16292,Eritrea
16293,Scotland
16293,Scotland
16293,Scotland
16293,Scotland
16294,"Westminster (London, England)"
16295,Great Britain
16296,West Country (England)
16297,London (England)
16298,"Lisson Grove (London, England)"
16298,London (England)
16299,"St. John's Wood (London, England)"
16299,"Maida Vale (London, England)"
16299,"St. John's Wood (London, England)"
16299,"Maida Vale (London, England)"
16300,"Soho (London, England)"
16300,London (England)
16301,"Covent Garden (London, England)"
16302,Liverpool (England)
16302,Liverpool (England)
16302,Liverpool (England)
16303,Northern Ireland
16304,Sarawak
16305,Gloucester (England)
16306,Vietnam
16306,Vietnam
16306,Vietnam
16307,Melbourne Region (Vic.)
16307,Australia
16308,Nevada
16308,Nevada
16308,Nevada
16309,American Bottom (Ill.)
16310,Old Mission State Park (Idaho)
16310,Kootenai County (Idaho)
16311,Northern Ireland
16312,Israel
16313,Africa
16314,Great Britain
16314,Great Britain
16314,Great Britain
16315,Mexico
16316,Great Britain
16317,Greece
16317,Rome
16318,Great Britain
16318,Great Britain
16318,Great Britain
16318,Germany
16319,Japan
16320,Oceania
16321,Wales
16322,Great Britain
16322,Great Britain
16323,Middle East
16324,Barry (Wales)
16324,Barry (Wales)
16325,London (England)
16326,France
16326,France
16327,Cornwall (England : County)
16328,Hebrides (Scotland)
16328,South Uist (Scotland)
16328,Barra Island (Scotland)
16329,Lewis with Harris Island (Scotland)
16330,Highlands (Scotland)
16330,Scotland
16331,Highlands (Scotland)
16332,Scotland
16333,Great Britain
16333,Great Britain
16333,Great Britain
16334,Scotland
16335,Scotland
16336,Saudi Arabia
16336,Saudi Arabia
16337,Russia (Federation)
16338,Nigeria
16339,Great Britain
16340,United States
16341,United States
16341,Taiwan
16341,United States
16341,China
16342,Taiwan
16342,United States
16343,India
16343,United States
16343,India
16344,United States
16345,United States
16346,Deschutes River Watershed (Or.)
16346,Missouri River Watershed.
16347,Ethiopia
16347,Eritrea
16347,Ethiopia
16347,Eritrea
16347,Ethiopia
16347,United States
16347,Eritrea
16347,United States
16348,Washington (State)
16349,Payette National Forest (Idaho)
16350,United States
16351,Latin America
16352,United States
16353,United States
16354,Scotland
16354,Australia
16354,Canada
16355,Alaska
16356,United States
16356,United States
16357,"Half-Circle ""V"" Ranch (Wyo.)"
16357,Fremont County (Wyo.)
16357,Fremont County (Wyo.)
16358,Illinois
16359,Canada
16360,Ontario
16360,Canada
16361,New Hampshire
16362,Bethlehem
16362,Bethlehem
16363,Van Buren County (Mich.)
16364,Kennebec County (Me.)
16365,New York (N.Y.)
16366,Schoharie County (N.Y.)
16366,Gilboa (N.Y.)
16366,Blenheim (N.Y. : Town)
16367,Columbia County (N.Y.)
16368,Puget Sound Region (Wash.)
16368,Puget Sound Region (Wash.)
16369,United States
16370,United States
16371,Bedford County (Va.)
16371,Virginia
16372,Southern States
16373,Pasco County (Fla.)
16374,Texas
16374,Mexico
16375,Texas
16375,San Antonio (Tex.)
16376,Louisiana
16377,Canada
16378,Argentina
16378,Argentina
16379,West Bank
16379,Gaza Strip
16380,New Castle County (Del.)
16381,New Castle County (Del.)
16382,New Castle County (Del.)
16383,New Castle County (Del.)
16384,Baltimore (Md.)
16385,Somerset County (Md.)
16386,Worcester County (Md.)
16386,Somerset County (Md.)
16387,Belmont County (Ohio)
16388,Prince George's County (Md.)
16388,Prince George's County (Md.)
16389,Washington (D.C.)
16390,Chester County (Pa.)
16390,Chester County (Pa.)
16391,Cass County (Mich.)
16392,Cass County (Mich.)
16393,Smith Island (Md. and Va.)
16394,Washington (D.C.)
16395,Frederick County (Md.)
16395,Washington County (Md.)
16395,South Mountain Region (Md. and Pa.)
16396,Marion County (Ohio)
16397,Washington (D.C.)
16397,"Georgetown (Washington, D.C.)"
16398,Wexford County (Mich.)
16399,Branch County (Mich.)
16400,Emmet County (Mich.)
16401,Kalkaska County (Mich.)
16402,Missaukee County (Mich.)
16403,Allegan County (Mich.)
16404,Allegan County (Mich.)
16405,Saint Joseph County (Mich)
16406,LaGrange (Mich. : Township)
16406,Pokagon (Mich. : Township)
16406,Volinia (Mich. : Township)
16406,Cass County (Mich.)
16407,Muskegon County (Mich.)
16408,Berrien County (Mich.)
16409,Muskegon County (Mich.)
16410,Wayne (Mich. : Township)
16410,Cass County (Mich.)
16411,Milton (Mich. : Township)
16411,Cass County (Mich.)
16412,Mason (Mich. : Township)
16412,Cass County (Mich.)
16413,Marcellus (Mich. : Township)
16413,Cass County (Mich.)
16414,Lawrence (Mich. : Township)
16415,Howard (Mich. : Township)
16415,Cass County (Mich.)
16416,Cheboygan County (Mich.)
16417,Cass County (Mich.)
16418,Marcellus (Mich. : Township)
16418,Cass County (Mich.)
16419,Silver Creek (Mich. : Township)
16419,Cass County (Mich.)
16420,Holy Roman Empire
16421,Saint Mary's County (Md.)
16421,Maryland
16422,Illinois
16423,Michigan
16423,Michigan
16424,United States
16424,United States
16424,United States
16425,Washington (State)
16426,United States
16427,Ohio
16427,Shelby County (Ohio)
16428,Ohio
16428,Shelby County (Ohio)
16429,Shelby County (Ohio)
16429,Ohio
16430,Asia
16431,Burma
16432,United States
16433,Madagascar
16433,Madagascar
16434,Mexico
16435,Guatemala
16435,Guatemala
16436,Brazil
16437,Latin America
16438,Latin America
16438,Latin America
16438,Europe
16439,United States
16439,Mexico
16440,Latin America
16440,Latin America
16441,Colombia
16441,United States
16442,Ecuador
16442,Peru
16443,Armstrong County (Pa.)
16444,"Forest (Vernon County, Wis. : Township)"
16445,Armstrong County (Pa.)
16445,Pennsylvania
16446,Pennsylvania
16446,Armstrong County (Pa.)
16447,Indiana County (Pa.)
16447,Indiana County (Pa.)
16447,Indiana County (Pa.)
16448,Butler County (Pa.)
16449,Bradys Bend (Pa. : Township)
16449,"Perry (Armstrong County, Pa. : Township)"
16449,East Brady (Pa.)
16450,Pennsylvania
16451,Pennsylvania
16452,Irwin (Pa.)
16453,Pennsylvania
16453,Armstrong County (Pa.)
16454,Armstrong County (Pa.)
16455,Westmoreland County (Pa.)
16455,Armstrong County (Pa.)
16456,Westmoreland County (Pa.)
16456,Westmoreland County (Pa.)
16456,Westmoreland County (Pa.)
16457,"Church Hill Region (Forest County, Pa.)"
16458,Vandergrift (Pa.)
16458,Westmoreland County (Pa.)
16459,Armstrong County (Pa.)
16459,Pennsylvania
16460,Pennsylvania
16460,United States
16460,Pennsylvania
16460,United States
16461,Pennsylvania
16462,Pennsylvania
16463,Shaler (Pa. : Township)
16464,Pennsylvania
16464,Pennsylvania
16464,United States
16465,"Harmony (Butler County, Pa.)"
16466,Butler County (Pa.)
16467,Pennsylvania
16467,United States
16467,Pennsylvania
16467,United States
16468,Clarion County (Pa.)
16469,Slippery Rock (Pa.)
16469,Slippery Rock (Pa.)
16469,Slippery Rock Region (Pa.)
16469,Slippery Rock Region (Pa.)
16470,United States
16470,United States
16470,Pennsylvania
16470,Pennsylvania
16470,Kittanning Region (Pa.)
16470,Pennsylvania
16471,Lawrence County (Pa.)
