recordID,subjectLocation
22021,Colombia
22022,San Juan Nepomuceno (Colombia)
22022,San Juan Nepomuceno (Colombia)
22023,Colombia
22024,Venezuela
22025,Venezuela
22026,Asturias (Spain)
22026,Asturias (Spain)
22027,Spain
22027,Spain
22028,Spain
22028,Spain
22029,Madrid (Spain)
22030,Salamanca (Spain : Province)
22031,Spain
22031,Spain
22032,Mendoza (Argentina)
22032,Santiago (Chile)
22033,Spain
22034,Argentina
22035,Argentina
22035,Argentina
22036,Argentina
22036,Argentina
22037,Toledo (Spain)
22038,Leo´n (Spain)
22039,Canary Islands
22039,America
22040,Rome
22041,Catalonia (Spain)
22042,Valencia (Spain : Province)
22043,Catalonia (Spain)
22043,Spain
22044,Chile
22045,Cuba
22046,Nicaragua
22047,Caylloma (Peru : Province)
22047,Caylloma (Peru : Province)
22048,Peru
22049,La Libertad (Peru : Department)
22050,Peru
22051,Peru
22052,Spain
22053,Formentera (Spain)
22053,Formentera (Spain)
22054,"Figueras (Gerona, Spain)"
22054,"Figueras (Gerona, Spain)"
22055,Catalonia (Spain)
22056,Spain
22057,Haiti
22058,Haiti
22059,Haiti
22060,Haiti
22061,Haiti
22062,Haiti
22062,Haiti
22063,Arab countries
22063,Arab countries
22064,Catalonia (Spain)
22064,Catalonia (Spain)
22064,Spain
22065,Argentina
22066,Argentina
22066,Argentina
22067,Argentina
22067,South America
22068,Argentina
22069,Argentina
22070,Cuba
22071,Chihuahua (Mexico : State)
22072,Urua´chic (Mexico)
22073,"Chihuahua (Chihuahua, Mexico)"
22073,"Chihuahua (Chihuahua, Mexico)"
22074,"Jua´rez (Michoaca´n de Ocampo, Mexico)."
22075,Chihuahua (Mexico : State)
22075,Chihuahua (Mexico : State)
22075,Ciudad Jua´rez (Mexico)
22075,Ciudad Jua´rez (Mexico)
22076,Mexico
22077,Tamaulipas (Mexico : State)
22078,Tamaulipas (Mexico : State)
22079,Mexico (Mexico : State)
22080,Chiapas (Mexico)
22080,Mexico
22081,San Cristo´bal de las Casas (Mexico)
22081,San Cristo´bal de las Casas (Mexico)
22082,Tamazula´pan (Mexico)
22083,Tabasco (Mexico : State)
22083,Mexico
22084,Chihuahua (Mexico : State)
22085,Lima (Peru)
22085,Peru
22086,Sicuani (Peru)
22087,Pamparaqay (Peru)
22087,Pamparaqay (Peru)
22088,Peru
22089,Arequipa (Peru)
22090,Argentina
22091,Argentina
22091,Argentina
22092,Argentina
22093,Argentina
22094,Argentina
22095,Argentina
22095,Argentina
22096,Argentina
22097,Argentina
22098,Argentina
22099,Monterrey (Mexico)
22100,Mexican-American Border Region
22100,Mexican-American Border Region
22101,Cerralvo (Mexico)
22102,Nuevo Leo´n (Mexico : State)
22103,Lampazos de Naranjo (Mexico)
22104,"Tierra y Libertad (Monterrey, Mexico)"
22105,Peru
22106,Peru
22106,Peru
22107,Peru
22108,Apuri´mac (Peru : Department)
22109,Peru
22110,Latin America
22110,Latin America
22111,Catalonia (Spain)
22111,Spain
22112,Catalonia (Spain)
22113,Haiti
22113,Haiti
22114,Haiti
22115,Latin America
22116,"West Indies, British"
22116,"West Indies, British"
22117,"Caribbean, English-speaking"
22117,Suriname
22118,Nicaragua
22119,"Madera (Chihuahua, Mexico)"
22120,"El Palomar (Chihuahua, Chihuahua, Mexico)"
22120,"Chihuahua (Chihuahua, Mexico)"
22121,Chihuahua (Mexico : State)
22122,Rio Grande Valley (Colo.-Mexico and Tex.)
22122,Mexican-American Border Region
22123,Ciudad Jua´rez (Mexico)
22123,Mexico
22124,Chihuahua (Mexico : State)
22124,Chihuahua (Mexico : State)
22124,Chihuahua (Mexico : State)
22125,Melchor Ocampo (Mexico)
22126,Lampazos de Naranjo (Mexico)
22127,"San Rafael (Tamaulipas, Mexico)"
22128,Nuevo Leo´n (Mexico : State)
22129,"Mina (Nuevo Leo´n, Mexico)"
22130,Mexico
22131,Monterrey (Mexico)
22131,Mexico
22132,La Fama (Mexico)
22133,Sabinas Hidalgo (Mexico)
22133,Sabinas Hidalgo (Mexico)
22134,Nuevo Leo´n (Mexico : State)
22135,Spain
22136,Spain
22136,Spain
22137,Spain
22138,Latin America
22138,Africa
22139,Spain
22139,Spain
22140,Andalusia (Spain)
22141,Great Britain
22141,England
22142,Pachacamac (Peru)
22143,Peru
22144,Bolivia
22145,La Paz (Bolivia : Department)
22146,Azcapotzalco (Mexico)
22146,Azcapotzalco (Mexico)
22147,New Spain
22147,Mexico
22147,Mexico
22148,Taji´n Site (Mexico)
22149,Colima (Mexico : Volcano).
22150,Canada
22151,Argentina
22151,Argentina
22151,Argentina
22151,San Luis (Argentina : Province)
22152,San Juan (Argentina : Province)
22153,Argentina
22154,Tucuma´n (Argentina)
22155,Chile
22156,Uruguay
22157,Argentina
22157,Argentina
22157,Argentina
22158,Northwest Coast of North America
22159,Europe
22160,Spain
22161,Castello´n (Spain : Province)
22162,Canary Islands
22163,Cuba
22163,Cuba
22164,Cienfuegos (Cuba)
22164,Cuba
22165,Cuba
22166,Latin America
22166,Spain
22167,Spain
22168,Cuba
22168,Cuba
22168,United States
22168,Cuba
22169,Cuba
22170,Cuba
22170,Cuba
22170,Cuba
22171,Cuba
22171,Cuba
22172,Guinea-Bissau
22173,Angola
22173,Angola
22173,Angola
22173,Angola
22174,Portugal
22174,European Union countries
22175,Portugal
22176,Bizalha~es (Portugal)
22177,Mozambique
22177,Mozambique
22178,Portugal
22179,Portugal
22180,Portugal
22180,Portugal
22181,Portugal
22182,Angola
22182,Angola
22183,Angola
22183,Angola
22184,Portugal
22184,Portugal
22185,Setu´bal (Portugal)
22185,Setu´bal (Portugal)
22186,Andalusia (Spain)
22186,America
22187,Catalonia (Spain)
22187,Catalonia (Spain)
22187,Russia
22188,Africa
22188,Asia
22189,Aguilar de la Frontera (Spain)
22190,Salamanca (Spain)
22190,Salamanca (Spain : Province)
22191,Latin America
22191,Spain
22191,Spain
22191,Latin America
22192,Valencia (Spain : Province)
22193,Pai´s Vasco (Spain)
22194,Dominican Republic
22195,Dominican Republic
22195,Dominican Republic
22196,Dominican Republic
22197,Bolivia
22198,Dominican Republic
22199,United States
22199,Dominican Republic
22199,Dominican Republic
22199,Dominican Republic
22200,Dominican Republic
22201,Dominican Republic
22202,Haiti
22202,Haiti
22202,Dominican Republic
22203,Dominican Republic
22204,Bolivia
22205,Tiwanaku Site (Bolivia)
22205,Tiahuanacu (Bolivia)
22205,Tiwanaku River Valley
22206,Bolivia
22207,Mexico
22208,Bolivia
22209,Fafe (Portugal)
22210,Portugal
22210,Portugal
22211,Portugal
22212,Timor-Leste
22213,Portugal
22213,European Union countries
22214,Portugal
22215,Timor-Leste
22216,Portugal
22217,Portugal
22217,Portugal
22218,Portugal
22218,Portugal
22219,Nigeria
22219,Congo (Democratic Republic)
22220,Macau (China : Special Administrative Region)
22221,Catalonia (Spain)
22222,Catalonia (Spain)
22222,Catalonia (Spain)
22223,Catalonia (Spain)
22224,Montserrat (Spain)
22225,Arrecife (Canary Islands)
22225,Lanzarote (Canary Islands)
22226,Ecuador
22227,Ecuador
22227,Ecuador
22228,Guayaquil (Ecuador)
22228,Guayaquil (Ecuador)
22229,Ecuador
22229,Ecuador
22230,Ecuador
22231,Bolivia
22231,South America
22232,El Beni (Bolivia)
22233,Bolivia
22234,Potosi´ (Bolivia)
22234,Potosi´ (Bolivia)
22235,Cochabamba (Bolivia : Department)
22236,Santa Cruz (Bolivia : Department)
22237,Bolivia
22238,Bolivia
22238,Bolivia
22238,Bolivia
22238,France
22239,Portugal
22240,Portugal
22241,India
22241,Africa
22242,Leiria (Portugal)
22243,Brazil
22244,Portugal
22244,Portugal
22244,Europe
22245,"Goa, Daman and Diu (India)"
22245,Portugal
22246,Evora Region (Portugal)
22247,Santo Anta~o Island (Cape Verde)
22248,Portugal
22248,Brazil
22248,Portugal
22248,Spain
22248,Portugal
22249,Portugal
22249,Carvalho (Portugal)
22250,Portugal
22250,Portugal
22250,Portugal
22251,Portugal
22252,Porto (Portugal)
22253,Spain
22253,Spain
22254,Spain
22254,Spain
22254,Spain
22255,Badajoz (Spain : Province)
22255,Badajoz (Spain : Province)
22256,Spain
22256,Spain
22257,Pai´s Vasco (Spain)
22257,Pai´s Vasco (Spain)
22257,Pays Basque (France)
22257,Pays Basque (France)
22258,Extremadura (Spain)
22259,"Sacro bosco (Bomarzo, Italy)"
22260,Morocco (Spanish zone)
22261,Ca´ceres (Spain)
22261,Ca´ceres (Spain)
22262,Seville (Spain : Province)
22262,Spain
22262,Seville (Spain : Province)
22263,French Guiana
22263,French Guiana
22264,Spain
22264,Spain
22265,Rome (Italy)
22266,South America
22267,Chile
22268,Me´rida (Spain)
22269,"Africa, Sub-Saharan"
22270,Chiapas (Mexico)
22271,Colima (Mexico : State)
22272,Cuba
22272,Cuba
22273,Monegros (Spain : Comarca)
22274,Asia
22275,South Africa
22275,South Africa
22276,Mexico
22276,Mexico
22277,Mexico
22278,Mexico
22278,Mexico
22279,Rio Grande Valley (Colo.-Mexico and Tex.)
22279,Rio Grande Valley (Colo.-Mexico and Tex.)
22279,Mexico
22279,Texas
22280,Mexico
22281,"Xochimilco (Distrito Federal, Mexico)"
22282,Mexico City (Mexico)
22283,Apaseo el Grande (Mexico)
22284,United States
22285,Cuba
22285,Cuba
22286,Cuba
22286,Italy
22287,Cuba
22288,United States
22288,Cuba
22289,Cuba
22290,Cuba
22291,Latin America
22291,Cuba
22291,Cuba
22291,Latin America
22291,Latin America
22292,Peru
22293,Peru
22294,Saint Moritz (Switzerland)
22295,Berlin (Germany)
22295,Berlin (Germany)
22295,United States
22295,Germany (West)
22295,United States
22295,Soviet Union
22295,United States
22296,Graubu¨nden (Switzerland)
22297,Ghana
22297,Ghana
22298,Switzerland
22299,Pura (Switzerland)
22300,Basel-Landschaft (Switzerland : Canton)
22300,Basel-Stadt (Switzerland)
22301,Java (Indonesia)
22302,Germany
22303,Linz Region (Austria)
22303,Ba?labakk (Lebanon)
22304,Berlin (Germany)
22304,Germany (East)
22305,Frankfurt am Main (Germany)
22306,Paris (France)
22306,"Quartier latin (Paris, France)"
22307,European Union countries
22308,Nationalpark Hohe Tauern (Austria)
22309,Klosterneuburg (Austria)
22310,Europe
22311,Vienna (Austria)
22312,Austria
22312,Austria
22313,Austria
22313,Austria
22314,Austria
22315,Austria
22316,St. Po¨lten (Austria)
22317,Austria
22318,Europe
22318,Europe
22319,Austria
22319,Soviet Union
22320,Germany
22321,Rome (Italy)
22322,Lower Saxony (Germany)
22322,Lower Saxony (Germany)
22323,"Mu¨ritz, Lake Region (Germany)"
22323,"Mu¨ritz, Lake Region (Germany)"
22324,Easter Island
22324,Easter Island
22324,Greece
22325,"Prussia, East (Poland and Russia)"
22325,Pomerelia (Poland)
22326,Spain
22326,Spain
22327,Bavaria (Germany)
22327,Bavaria (Germany)
22328,Germany
22328,Lippe (Germany)
22329,Mongolia
22329,Mongolia
22329,Mongolia
22330,Ethiopia
22330,Soviet Union
22330,Somalia
22330,Soviet Union
22330,Ethiopia
22330,United States
22330,Somalia
22330,United States
22330,Ethiopia
22330,Somalia
22331,Germany
22332,Bavaria (Germany)
22333,"Rottenbuch (Oberbayern, Germany)"
22333,"Rottenbuch (Oberbayern, Germany)"
22334,Germany
22335,Russia
22335,Russia
22336,Mu¨nster in Westfalen (Germany)
22336,Mu¨nster in Westfalen (Germany)
22337,Germany
22338,Palestine
22338,Israel
22338,Israel
22339,Cyprus
22340,Germany
22340,Germany
22341,Europe
22342,Middle East
22343,Savoy (France and Italy)
22343,Piedmont (Italy)
22344,'s-Hertogenbosch (Netherlands)
22345,Rome
22346,Manchuria (China)
22347,Baden-Durlach
22347,"Friedrichstal (Stutensee, Germany)"
22347,"Neureut (Karlsruhe, Germany)"
22348,Middle East
22348,Middle East
22349,Sumatera Barat (Indonesia)
22349,Indonesia
22350,Netherlands
22350,Netherlands
22351,Calvello (Italy)
22352,Amsterdam (Netherlands)
22353,Netherlands
22354,Netherlands
22355,Belgium
22356,Germany
22357,Germany
22358,Glauchau (Germany)
22359,Ireland
22360,Framersheim (Germany)
22360,Framersheim (Germany)
22361,Cambodia
22361,Cambodia
22362,Germany
22362,Germany
22363,Germany
22364,Kleve (Germany : Kreis)
22365,Germany
22365,Germany
22366,Germany (East)
22367,Wu¨rttemberg (Germany)
22367,Wu¨rttemberg (Germany)
22368,Germany
22369,Germany
22370,Germany
22371,Mediterranean Region
22371,Mediterranean Region
22371,European Union Countries
22372,Zerbst (Germany)
22373,Korea (South)
22373,Developing countries
22374,Passau (Germany)
22374,Germany
22375,Germany
22376,Germany (East)
22376,Germany (West)
22377,Europe
22377,Europe
22377,Europe
22378,Europe
22378,Europe
22379,Japan
22380,Germany
22380,Germany
22380,France
22381,"Windberg (Bavaria, Germany)"
22382,Hesse (Germany)
22382,Kassel (Germany)
22383,Germany
22384,"Windberg (Bavaria, Germany)"
22385,Saxony ( Germany
22386,Mexico
22387,North Holland (Netherlands)
22388,Logone River Valley (Chad and Cameroon)
22388,Cameroon
22389,Egypt
22390,Norway
22391,Røyrvik (Norway : Kommune)
22392,Vinje kommune (Norway)
22392,Rauland (Norway)
22392,Vinje kommune (Norway)
22392,Rauland (Norway)
22393,Arendal (Norway)
22394,Feda (Norway)
22395,Oslo (Norway)
22396,Russia
22397,Silesia
22397,Silesia
22398,Greece
22399,China
22399,China
22399,China
22400,Transylvania (Romania)
22400,Transylvania (Romania)
22401,Saudi Arabia
22401,Yemen (Republic)
22401,Saudi Arabia
22401,Yemen (Republic)
22402,Bukovina (Romania and Ukraine)
22403,"Europe, Eastern"
22403,Middle East
22404,Rottenburg am Neckar (Germany)
22405,Rainau Region (Germany)
22406,Fellbach (Germany)
22406,Schmiden (Germany)
22406,Ehningen (Germany)
22407,Cologne Region (Germany)
22408,Prussia (Germany)
22409,"Mainz (Rhineland-Palatinate, Germany)"
22410,"Moisling (Lu¨beck, Germany)"
22410,Lu¨beck (Germany)
22411,Unterfranken (Germany)
22412,Poland
22412,Germany
22412,Poland
22413,Kahl am Main (Germany)
22414,Plesse (Herrschaft)
22415,Schwabmu¨nchen (Germany)
22416,Brandenburg (Germany)
22416,Brandenburg (Germany)
22417,Finland
22418,East Asia
22418,Southeast Asia
22419,Finland
22419,Russia (Federation)
22420,Soviet Union
22420,Cuba
22420,Soviet Union
22420,Soviet Union
22420,Cuba
22421,Merseburg-Querfurt (Germany)
22421,Merseburg-Querfurt (Germany)
22422,China
22423,Prague (Czech Republic)
22424,Austria
22424,Austria
22424,Austria
22425,Germany
22426,Germany (East)
22427,Germany (West)
22428,Germany
22429,Papua New Guinea
22430,Hong Kong (China)
22430,Macau (China)
22430,"China, Southeast"
22431,Germany (East)
22431,Swabia (Germany)
22432,Jena (Germany)
22432,Jena (Germany)
22433,Germany
22433,Germany (East)
22434,Hungary
22434,Germany
22435,Bavaria (Germany)
22436,Oberschwaben (Germany)
22436,Swabian Alps (Germany)
22437,"Germany, Northern"
22437,Germany
22438,Finland
22439,Estonia
22440,Scandinavia
22440,Scandinavia
22440,Scandinavia
22441,Finland
22441,Finland
22441,Finland
22442,"Russia, Northwestern"
22442,"Russia, Northwestern"
22442,Barents Sea Region
22442,"Europe, Northern"
22443,"Africa, Sub-Saharan"
22443,"Africa, Sub-Saharan"
22444,Europe
22444,Germany
22445,Pannonia
22446,Rome
22446,Rome
22446,Rome
22446,Rome
22446,Rome
22446,Rome
22447,Externsteine (Germany)
22447,Teutoburg Forest (Germany)
22448,Germany (East)
22448,Germany (East)
22448,Germany
22448,Germany
22448,Germany
22449,Heidelberg (Germany)
22450,Great Britain
22450,Germany
22451,Germany (East)
22452,"Park Scho¨nbusch (Aschaffenburg, Germany)"
22453,"Asia, Central"
22453,"Asia, Central"
22454,Europe
22455,Argentina
22455,Argentina
22455,Ri´o de la Plata (Viceroyalty)
22456,Sudan
22456,Sudan
22457,Tibet Autonomous Region (China)
22458,Romania
22458,Balkan Peninsula
22459,Romania
22459,Romania
22459,Romania
22460,Rhineland-Palatinate (Germany)
22461,Schaumburg (Grafschaft)
22461,Holzappel (Grafschaft)
22462,Paris (France)
22463,Black Forest (Germany)
22464,Bad Homburg vor der Ho¨he (Germany)
22464,France
22465,Otterberg (Germany)
22465,United States
22465,Otterberg (Germany)
22466,European Union countries
22467,Germany
22468,Developing countries
22469,Karlsruhe (Germany)
22469,Germany
22470,Germany
22471,Netherlands
22472,Indonesia
22473,IJssel River Valley (Netherlands)
22473,IJssel River Valley (Netherlands)
22474,Ghent (Belgium)
22475,Vechte River (Germany and Netherlands)
22475,Vechte River (Germany and Netherlands)
22476,Netherlands
22477,Netherlands
22477,Romans
22478,Sun
22479,Germany
22479,Germany
22480,Germany
22481,France
22481,France
22482,European Union countries
22483,Gelnhausen (Germany)
22484,Hamersleben (Germany)
22485,Ru¨gen Island (Germany)
22486,Germany
22487,Russia (Federation)
22488,Finland
22488,Finland
22489,Kronberg (Austria)
22490,Vo¨lkermarkt (Austria)
22491,Islamic countries
22491,Europe
22491,Europe
22492,Vienna (Austria)
22493,"2. Bezirk (Vienna, Austria)"
22493,"2. Bezirk (Vienna, Austria)"
22494,Poland
22494,Poland
22495,Austria
22496,Austria
22497,Vatican City.
22498,"Luisenstadt (Berlin, Germany)"
22498,Berlin (Germany)
22499,England
22500,Zunil (Guatemala)
22501,Egypt
22501,Egypt
22502,Cairo (Egypt)
22503,Hungary
22503,Romania
22504,Switzerland
22505,Nyon (Switzerland)
22505,Nyon (Switzerland)
22506,Europe
22506,Switzerland
22506,Switzerland
22507,Graubu¨nden (Switzerland)
22508,Switzerland
22508,Switzerland
22508,Schweiz
22509,Switzerland
22509,Switzerland
22510,Norway
22511,"Achberg (Baden-Wu¨rttemberg, Germany)"
22511,"Achberg (Baden-Wu¨rttemberg, Germany)"
22512,Bulgaria
22512,Serbia
22513,Germany
22514,Prussia (Germany)
22515,"Europe, Central"
22516,Africa
22517,"Friedland (Mecklenburg-Vorpommern, Germany)"
22518,Germany
22518,Germany
22519,Russia
22520,Rhein-Sieg-Kreis (Germany)
22520,Rhein-Sieg-Kreis (Germany)
22521,Ko¨nigs Wusterhausen (Germany : Landkreis)
22522,Germany
22523,Berlin (Germany)
22523,Berlin (Germany)
22524,Germany
22524,Europe
22525,Balkan Peninsula
22525,Balkan Peninsula
22526,"Meissen (Saxony, Germany)"
22527,Germany
22528,Saxony (Germany)
22528,Saxony (Germany)
22529,Cologne (Germany)
22529,Cologne (Germany)
22530,Germany (East)
22531,Romania
22532,Germany
22533,Maulbronn (Germany)
22534,Germany
22535,Germany
22535,Germany
22536,Rome
22537,Rostock (Germany)
22537,"Warnemu¨nde (Rostock, Germany)"
22538,Sweden
22539,Soviet Union
22540,O¨stergo¨tlands la¨n (Sweden)
22541,O¨stergo¨tlands la¨n (Sweden)
22542,Indonesia
22543,Nigeria
22544,Germany (East)
22545,Europe
22545,Europe
22546,"Prussia, East (Poland and Russia)"
22547,Germany
22547,Germany
22548,Do¨lauer Forest (Germany)
22549,Baden-Wu¨rttemberg (Germany)
22550,Solomon Islands
22551,Greece
22551,Athens (Greece)
22551,Macedonia
22552,Rome
22552,Rome
22552,Rome
22553,Rome
22554,Germany
22555,Burma
22555,Burma
22555,Germany
22556,Germany
22557,Iran
22557,Iran
22557,Iran
22557,Iran
22558,Germany
22559,Nebra (Germany)
22560,Cologne (Germany)
22561,Peru
22561,Andes Region
22562,Iran
22563,Silesia (Czech Republic)
22563,Silesia (Czech Republic)
22564,Ugarit (Extinct city)
22564,Cyprus
22564,Aegean Sea Region
22565,Koblenz (Germany)
22566,Nineveh (Extinct city)
22567,Saxony (Germany)
22567,Braunschweig (Germany : State)
22568,Krefeld (Germany)
22568,Krefeld (Germany)
22569,Middle East
22570,Germany
22571,Japan
22571,Japan
22572,Germany
22573,Eifel (Germany)
22574,Brandenburg (Germany)
22574,Potsdam (Germany)
22574,Havel River Region (Germany)
22575,Naples (Kingdom)
22575,Naples (Kingdom)
22575,Naples (Kingdom)
22576,Europe
22577,Northumberland (England)
22578,Germany
22578,Germany
22579,Berlin (Germany)
22579,Berlin (Germany)
22580,Vienna (Austria)
22581,Magdeburg (Germany : Regierungsbezirk)
22581,Magdeburg (Germany : Regierungsbezirk)
22581,Magdeburg (Germany : Regierungsbezirk)
22582,Bulgaria
22583,Bonn (Germany)
22584,Saxony-Anhalt (Germany)
22584,Saxony-Anhalt (Germany)
22584,Saxony-Anhalt (Germany)
22585,Germany
22585,Germany
22586,Sudetenland (Czech Republic)
22587,Dresden (Germany)
22588,Karelia (Russia)
22589,Finland
22589,Finland
22590,Finland
22590,Sweden
22590,Finland
22590,Sweden
22591,Europe
22592,Leipzig (Germany)
22592,Leipzig (Germany)
22592,Leipzig (Germany)
22592,Germany (East)
22593,Leipzig (Germany)
22593,Leipzig (Germany)
22593,Leipzig (Germany)
22594,Germany
22595,Schleswig-Holstein (Germany)
22596,Russia
22597,Prague (Czech Republic)
22597,Bamberg (Germany)
22598,Du¨sseldorf (Germany)
22599,Berlin (Germany)
22600,Russia (Federation)
22601,Osnabru¨ck (Germany)
22602,Kaldenkirchen Region (Germany)
22603,Veitsho¨chheim (Germany)
22604,Berchtesgaden (Germany)
22605,Stockholm (Sweden)
22606,Latin America
22607,Lund (Sweden)
22607,Lund (Sweden)
22608,"Gammelstad (Lulea°, Sweden)"
22608,Lulea° (Sweden)
22608,"Gammelstad (Lulea°, Sweden)"
22608,Lulea° (Sweden)
22609,Bohusla¨n (Sweden)
22609,Østfold fylke (Norway)
22610,Kronobergs la¨n (Sweden)
22611,Turlock (Calif.)
22612,Gotland (Sweden)
22613,Tibet Autonomous Region (China)
22614,Greece
22615,Indian Ocean Region
22616,Beuggen (Germany)
22617,Germany (East)
22617,Germany (East)
22618,Syke (Germany)
22619,Rome
22620,Bavaria (Germany)
22621,Publishers' catalogs
22621,Germany
22622,Germany
22623,Germany
22624,Germany
22625,Germany
22626,Vogtland (Germany)
22627,Mecklenburg (Germany : Region)
22628,Germany
22629,Germany
22629,Germany (East)
22629,Germany
22629,Germany (East)
22630,Siebeldingen (Germany)
22630,Siebeldingen (Germany)
22631,Potsdam (Germany)
22632,Europe
22633,"Manhattan (New York, N.Y.)"
22634,Du¨sseldorf (Germany)
22635,Germany
22635,Germany
22636,Germany
22636,Germany (East)
22637,Germany
22637,Germany
22637,Germany
22637,Germany
22637,Germany
22637,France
22638,Europe
22639,Netherlands
22640,Norway
22641,Norway
22642,Norway
22643,Norway
22644,Norway
22645,"Europe, Eastern"
22646,Benelux countries
22647,Palestine
22648,Bindal (Norway : Kommune)
22648,Bindal (Norway : Kommune)
22649,Norway
22650,Norway
22651,Germany (East)
22652,Holy Roman Empire
22652,Europe
22653,Ballenstedt (Germany)
22653,Ballenstedt (Germany)
22654,Islamic Empire
22654,Europe
22655,Spenge (Germany)
22656,"Windberg (Bavaria, Germany)"
22657,United States
22657,United States
22657,Germany (East)
22658,Germany
22659,Rhineland-Palatinate (Germany)
22660,Germany (East)
22660,Germany (East)
22661,Germany (West)
22662,Germany
22663,Kuppenheim (Germany)
22664,Germany
22665,Germany
22665,Germany
22666,Oceania
22666,Oceania
22666,Oceania
22667,Germany
22668,Cologne (Germany)
22668,New York (N.Y.)
22669,Thuringia (Germany)
22670,Shanghai (China)
22670,Germany
22671,Germany (West)
22672,Germany (West)
22673,Bohemia (Czech Republic)
22674,Potsdam (Germany)
22675,Niger River Delta (Nigeria)
22676,Europe
22676,"Europe, Northern"
22677,Estonia
22677,Finland
22677,Estonia
22678,Finland
22678,Finland
22679,Russia
22679,Russia
22680,Germany
22680,Germany
22681,Prussia (Germany)
22681,Prussia (Germany)
22681,Prussia (Germany)
22682,Germany
22682,Germany
22683,Germany
22683,Europe
22684,Russia
22685,Yugoslavia
22685,Yugoslavia
22686,Egyptian literature
22686,Egypt
22687,Basel Region (Switzerland)
22688,Baselland (Switzerland)
22688,Basel-Stadt (Switzerland)
22688,Baselland (Switzerland)
22688,Basel-Stadt (Switzerland)
22689,Basel Region (Switzerland
22690,Saint Gall (Switzerland)
22691,Aar River (Switzerland)
22692,Great Britain
22693,Great Britain
22694,Sweden
22694,Sweden
22695,Germany
22695,"Germany, Northern"
22696,Leipzig (Germany)
22697,Berndeutsch
22698,Equatorial Guinea
22699,"Africa, Eastern"
22699,"Africa, Southern"
22699,"Africa, Eastern"
22699,"Africa, Southern"
22700,Switzerland
22700,Switzerland
22700,Switzerland
22700,Switzerland
22701,Switzerland
22702,France
22702,France
22703,"Hottingen (Zurich, Switzerland)"
22703,Zurich (Switzerland)
22704,Liechtenstein
22704,Europe
22704,Liechtenstein
22704,Liechtenstein
22705,Chur (Switzerland)
22705,Rhine River Valley
22705,Graubu¨nden (Switzerland)
22706,Europe
22707,Developing countries
22707,Developing countries
22708,Egypt
22709,Laufen (Switzerland)
22710,Schweiz
22710,GUS
22711,Germany
22712,Europe
22713,Germany
22714,"Leonberg (Baden-Wu¨rttemberg, Germany)"
22714,"Leonberg (Baden-Wu¨rttemberg, Germany)"
22715,Japan
22715,Shanghai (China)
22716,Berlin (Germany)
22717,Soviet Union
22718,Europe
22718,Europe
22718,Europe
22719,Nuremberg (Germany)
22720,Potsdam Region (Germany)
22721,Oberfranken (Germany)
22721,Oberfranken (Germany)
22721,Mittelfranken (Germany)
22721,Mittelfranken (Germany)
22722,Weser River Valley (Germany)
22723,Germany (West)
22724,Berlin (Germany)
22725,Soviet Union
22725,Soviet Union
22726,Berlin (Germany)
22727,Tanzania
22728,Germany
22728,Germany
22729,"Constance, Lake, Region"
22730,Galicia (Spain : Region)
22731,Namdalen (Norway)
22731,Namdalen (Norway)
22732,Norway
22732,Norway
22733,Netherlands
22734,"Minervalaan (Amsterdam, Netherlands)"
22735,Indonesia
22736,Limburg (Belgium : Province)
22736,Limburg (Belgium : Province)
22737,Zwolle (Netherlands)
22738,Belgium
22739,Netherlands
22739,Flanders
22740,"Everest, Mount (China and Nepal)"
22741,United States
22742,Israel
22742,Netherlands
22742,Israel
22743,Indonesia
22744,Netherlands
22744,Flanders
22745,Italy
22746,Netherlands
22747,Norway
22748,Oslo (Norway)
22749,Bergen (Norway)
22749,Bergen (Norway)
22750,Dals Fjord Region (Norway)
22751,Mediterranean Region
22751,"Europe, Southern"
22752,"Ka°fjord (Finnmark fylke, Norway)"
22753,Rindal (Norway)
22754,Oslo (Norway)
22755,Flatanger (Norway)
22755,Flatanger (Norway)
22756,Europe
22757,United States
22757,United States
22757,United States
22758,Indonesia
22758,Indonesia
22759,Yogyakarta (Indonesia)
22759,Java (Indonesia)
22759,Yogyakarta (Indonesia)
22759,Java (Indonesia)
22760,"Europe, Northern"
22760,"Europe, Northern"
22760,Arctic regions
22761,Yugoslavia
22761,Former Yugoslav republics
22762,Baltic States
22763,"Europe, Eastern"
22763,Scandinavia
22764,"Europe, Northern"
22765,Russia (Federation)
22765,Russia (Federation)
22766,Russia (Federation)
22767,Russia (Federation)
22767,Baltic States
22767,Baltic States
22767,Russia (Federation)
22768,Espoo (Finland)
22768,Espoo (Finland)
22769,Baltic States
22769,Russia (Federation)
22770,Beijing (China)
22771,Moscow (Russia)
22771,Moscow (Russia)
22772,Germany
22773,Parthenopean Republic.
22774,Baden-Wu¨rttemberg (Germany)
22775,Austria
22775,Austria
22776,Siberia (Russia)
22777,Russia (Federation)
22778,Saxony (Germany)
22779,Poland
22780,Germany
22780,Germany
22781,Angola
22782,Germany (West)
22782,Germany (East)
22782,Germany
22782,Germany
22783,Neu-Isenburg (Germany)
22784,Germany
22784,France
22784,Germany
22784,France
22785,Spain
22785,Germany
22785,Germany
22785,Germany
22786,Ruhr (Germany : Region)
22787,England
22788,Germany
22788,Germany
22789,Berlin (Germany)
22790,Germany
22791,Austria
22791,Austria
22792,France
